ENSG00000238009	RP11-34P13.7
ENSG00000262020	RP11-66H6.3
ENSG00000175643	RMI2
ENSG00000185338	SOCS1
ENSG00000188897	CTD-3088G3.8
ENSG00000262999	CTD-3088G3.6
ENSG00000189067	LITAF
ENSG00000184602	SNN
ENSG00000153066	TXNDC11
ENSG00000262420	RP11-490O6.2
ENSG00000122299	ZC3H7A
ENSG00000277369	RP11-486I11.2
ENSG00000171490	RSL1D1
ENSG00000263307	RP11-166B2.8
ENSG00000103342	GSPT1
ENSG00000261216	RP11-166B2.5
ENSG00000234719	RP11-166B2.1
ENSG00000048462	TNFRSF17
ENSG00000048471	SNX29
ENSG00000103381	CPPED1
ENSG00000261158	CTD-2583P5.3
ENSG00000237515	SHISA9
ENSG00000175595	ERCC4
ENSG00000262732	CTD-2135D7.2
ENSG00000262097	CTD-2135D7.5
ENSG00000186260	MKL2
ENSG00000276564	CTA-276F8.1
ENSG00000262454	MIR193BHG
ENSG00000140694	PARN
ENSG00000103429	BFAR
ENSG00000069764	PLA2G10
ENSG00000183426	NPIPA1
ENSG00000103512	NOMO1
ENSG00000179889	PDXDC1
ENSG00000157045	NTAN1
ENSG00000085721	RRN3
ENSG00000260735	RP11-72I8.1
ENSG00000257391	MIR3180-4
ENSG00000183793	NPIPA5
ENSG00000156968	MPV17L
ENSG00000166780	C16orf45
ENSG00000166783	KIAA0430
ENSG00000072864	NDE1
ENSG00000280206	CTB-193M12.5
ENSG00000133392	MYH11
ENSG00000263335	AF001548.5
ENSG00000133393	FOPNL
ENSG00000103222	ABCC1
ENSG00000091262	ABCC6
ENSG00000103226	NOMO3
ENSG00000183889	AC138969.4
ENSG00000103489	XYLT1
ENSG00000261448	CTD-2576D5.4
ENSG00000185164	NOMO2
ENSG00000260550	RP11-457I16.2
ENSG00000134419	RPS15A
ENSG00000170540	ARL6IP1
ENSG00000157106	SMG1
ENSG00000260352	CTD-2288F12.1
ENSG00000170537	TMC7
ENSG00000261465	RP11-626G11.5
ENSG00000261357	RP11-626G11.1
ENSG00000167186	COQ7
ENSG00000278389	RP11-626G11.6
ENSG00000205730	ITPRIPL2
ENSG00000261759	RP11-626G11.3
ENSG00000103528	SYT17
ENSG00000103534	TMC5
ENSG00000260592	CTA-363E6.6
ENSG00000006007	GDE1
ENSG00000103540	CCP110
ENSG00000103544	C16orf62
ENSG00000276571	AC002550.6
ENSG00000103550	KNOP1
ENSG00000261312	AC002550.5
ENSG00000174628	IQCK
ENSG00000167191	GPRC5B
ENSG00000169347	GP2
ENSG00000183549	ACSM5
ENSG00000183747	ACSM2A
ENSG00000066813	ACSM2B
ENSG00000005187	ACSM3
ENSG00000166743	ACSM1
ENSG00000066654	THUMPD1
ENSG00000196678	ERI2
ENSG00000005189	AC004381.6
ENSG00000188215	DCUN1D3
ENSG00000102897	LYRM1
ENSG00000158486	DNAH3
ENSG00000011638	TMEM159
ENSG00000175311	ANKS4B
ENSG00000103316	CRYM
ENSG00000189149	CRYM-AS1
ENSG00000169246	NPIPB3
ENSG00000197006	METTL9
ENSG00000140749	IGSF6
ENSG00000155719	OTOA
ENSG00000260306	RP11-645C24.5
ENSG00000185864	NPIPB4
ENSG00000140740	UQCRC2
ENSG00000185716	C16orf52
ENSG00000183921	SDR42E2
ENSG00000103319	EEF2K
ENSG00000058600	POLR3E
ENSG00000140743	CDR2
ENSG00000260635	RP11-21M24.3
ENSG00000260790	RP11-21M24.2
ENSG00000243716	NPIPB5
ENSG00000260905	RP11-105C19.1
ENSG00000122254	HS3ST2
ENSG00000103404	USP31
ENSG00000168447	SCNN1B
ENSG00000168434	COG7
ENSG00000260136	CTD-2270L9.4
ENSG00000103365	GGA2
ENSG00000103356	EARS2
ENSG00000103353	UBFD1
ENSG00000004779	NDUFAB1
ENSG00000083093	PALB2
ENSG00000166847	DCTN5
ENSG00000166851	PLK1
ENSG00000261266	CTD-2196E14.5
ENSG00000134398	ERN2
ENSG00000166869	CHP2
ENSG00000166501	PRKCB
ENSG00000260072	CTD-2313J23.1
ENSG00000122257	RBBP6
ENSG00000224310	LINC01567
ENSG00000090905	TNRC6A
ENSG00000261669	CTD-2515A14.1
ENSG00000158865	SLC5A11
ENSG00000140750	ARHGAP17
ENSG00000262155	RP11-266L9.5
ENSG00000260448	LCMT1-AS1
ENSG00000205629	LCMT1
ENSG00000155592	ZKSCAN2
ENSG00000274925	CTD-2547G23.4
ENSG00000182601	HS3ST4
ENSG00000236481	AC002331.1
ENSG00000155666	KDM8
ENSG00000169189	NSMCE1
ENSG00000245888	FLJ21408
ENSG00000274092	CTD-3203P2.3
ENSG00000077238	IL4R
ENSG00000103522	IL21R
ENSG00000259954	IL21R-AS1
ENSG00000077235	GTF3C1
ENSG00000047578	KIAA0556
ENSG00000169180	XPO6
ENSG00000246465	RP11-57A19.2
ENSG00000188322	SBK1
ENSG00000198156	NPIPB6
ENSG00000205609	EIF3CL
ENSG00000261832	RP11-435I10.4
ENSG00000188603	CLN3
ENSG00000184730	APOBR
ENSG00000197272	IL27
ENSG00000176046	NUPR1
ENSG00000275441	RP11-666O2.2
ENSG00000176476	SGF29
ENSG00000197165	SULT1A2
ENSG00000196502	SULT1A1
ENSG00000184110	EIF3C
ENSG00000251417	RP11-1348G14.4
ENSG00000260796	RP11-1348G14.5
ENSG00000275807	RP11-1348G14.8
ENSG00000168488	ATXN2L
ENSG00000260570	RP11-24N18.1
ENSG00000178952	TUFM
ENSG00000178188	SH2B1
ENSG00000261766	RP11-22P6.2
ENSG00000196296	ATP2A1
ENSG00000260442	ATP2A1-AS1
ENSG00000177548	RABEP2
ENSG00000177455	CD19
ENSG00000176953	NFATC2IP
ENSG00000260367	RP11-264B17.4
ENSG00000169682	SPNS1
ENSG00000213658	LAT
ENSG00000261552	RP11-264B17.5
ENSG00000260517	RP11-426C22.5
ENSG00000259807	RP11-426C22.4
ENSG00000273582	RP11-426C22.7
ENSG00000277999	RP11-426C22.8
ENSG00000198106	RP11-231C14.7
ENSG00000254206	NPIPB11
ENSG00000183336	BOLA2
ENSG00000261740	RP11-345J4.5
ENSG00000181625	SLX1B
ENSG00000213648	SULT1A4
ENSG00000258150	RP11-345J4.3
ENSG00000197471	SPN
ENSG00000103485	QPRT
ENSG00000185905	C16orf54
ENSG00000260719	AC009133.17
ENSG00000174992	ZG16
ENSG00000079616	KIF22
ENSG00000103495	MAZ
ENSG00000238045	AC009133.12
ENSG00000167371	PRRT2
ENSG00000280789	PAGR1
ENSG00000013364	MVP
ENSG00000103502	CDIPT
ENSG00000214725	CDIPT-AS1
ENSG00000174938	SEZ6L2
ENSG00000174939	ASPHD1
ENSG00000174943	KCTD13
ENSG00000247735	CTD-2574D22.2
ENSG00000149932	TMEM219
ENSG00000149930	TAOK2
ENSG00000149929	HIRIP3
ENSG00000169592	INO80E
ENSG00000149927	DOC2A
ENSG00000149926	FAM57B
ENSG00000149925	ALDOA
ENSG00000274904	CTD-2515O10.5
ENSG00000149923	PPP4C
ENSG00000149922	TBX6
ENSG00000090238	YPEL3
ENSG00000250616	RP11-455F5.3
ENSG00000102886	GDPD3
ENSG00000261367	RP11-455F5.4
ENSG00000275371	RP11-455F5.6
ENSG00000102882	MAPK3
ENSG00000102879	CORO1A
ENSG00000261416	RP11-455F5.5
ENSG00000169627	BOLA2B
ENSG00000132207	SLX1A
ENSG00000261052	SULT1A3
ENSG00000258130	RP11-347C12.3
ENSG00000198064	RP11-347C12.1
ENSG00000169217	CD2BP2
ENSG00000260219	RP11-347C12.10
ENSG00000169221	TBC1D10B
ENSG00000180209	MYLPF
ENSG00000180035	ZNF48
ENSG00000180096	SEPT1
ENSG00000179965	ZNF771
ENSG00000179958	DCTPP1
ENSG00000179918	SEPHS2
ENSG00000005844	ITGAL
ENSG00000169957	ZNF768
ENSG00000169955	ZNF747
ENSG00000235560	AC002310.12
ENSG00000169951	ZNF764
ENSG00000229809	ZNF688
ENSG00000239791	AC002310.7
ENSG00000197162	ZNF785
ENSG00000156853	ZNF689
ENSG00000156858	PRR14
ENSG00000156860	FBRS
ENSG00000261840	RP11-146F11.1
ENSG00000080603	SRCAP
ENSG00000282034	RP11-2C24.9
ENSG00000156873	PHKG2
ENSG00000196118	CCDC189
ENSG00000103549	RNF40
ENSG00000102870	ZNF629
ENSG00000099385	BCL7C
ENSG00000260083	MIR762HG
ENSG00000150281	CTF1
ENSG00000260852	FBXL19-AS1
ENSG00000099364	FBXL19
ENSG00000175938	ORAI3
ENSG00000099381	SETD1A
ENSG00000099377	HSD3B7
ENSG00000099365	STX1B
ENSG00000103496	STX4
ENSG00000260911	RP11-196G11.2
ENSG00000232748	RP11-196G11.6
ENSG00000167394	ZNF668
ENSG00000261124	AC135050.5
ENSG00000167395	ZNF646
ENSG00000151006	PRSS53
ENSG00000167397	VKORC1
ENSG00000103507	BCKDK
ENSG00000103510	KAT8
ENSG00000052344	PRSS8
ENSG00000178226	PRSS36
ENSG00000089280	FUS
ENSG00000260060	RP11-388M20.1
ENSG00000103490	PYCARD
ENSG00000261359	PYCARD-AS1
ENSG00000177238	TRIM72
ENSG00000169900	PYDC1
ENSG00000169896	ITGAM
ENSG00000140678	ITGAX
ENSG00000156886	ITGAD
ENSG00000156885	COX6A2
ENSG00000176723	ZNF843
ENSG00000261474	RP11-452L6.1
ENSG00000260267	RP11-452L6.5
ENSG00000140691	ARMC5
ENSG00000140682	TGFB1I1
ENSG00000140675	SLC5A2
ENSG00000260740	AC026471.6
ENSG00000140688	C16orf58
ENSG00000260625	RP11-452L6.7
ENSG00000169877	AHSP
ENSG00000276867	CTD-2358C21.5
ENSG00000197302	ZNF720
ENSG00000185947	ZNF267
ENSG00000261541	RP11-626K17.3
ENSG00000233732	IGHV3OR16-10
ENSG00000260626	RP11-23E10.3
ENSG00000261200	RP11-989E6.10
ENSG00000171241	SHCBP1
ENSG00000069329	VPS35
ENSG00000091651	ORC6
ENSG00000140795	MYLK3
ENSG00000155330	C16orf87
ENSG00000166123	GPT2
ENSG00000069345	DNAJA2
ENSG00000171208	NETO2
ENSG00000129636	ITFG1
ENSG00000102893	PHKB
ENSG00000102910	LONP2
ENSG00000196470	SIAH1
ENSG00000102921	N4BP1
ENSG00000260086	RP11-42I10.1
ENSG00000260052	CTC-527H23.3
ENSG00000102924	CBLN1
ENSG00000261623	RP11-189E14.4
ENSG00000102935	ZNF423
ENSG00000261751	RP11-305A4.3
ENSG00000205423	CNEP1R1
ENSG00000155393	HEATR3
ENSG00000121274	PAPD5
ENSG00000121281	ADCY7
ENSG00000166164	BRD7
ENSG00000140807	NKD1
ENSG00000261685	RP11-401P9.4
ENSG00000167208	SNX20
ENSG00000167207	NOD2
ENSG00000261644	RP11-327F22.2
ENSG00000083799	CYLD
ENSG00000263082	CTD-2034I21.2
ENSG00000103449	SALL1
ENSG00000103460	TOX3
ENSG00000260963	RP11-297L17.2
ENSG00000277639	RP11-295M3.4
ENSG00000177200	CHD9
ENSG00000103479	RBL2
ENSG00000166971	AKTIP
ENSG00000103494	RPGRIP1L
ENSG00000140718	FTO
ENSG00000177508	IRX3
ENSG00000277559	RP11-434E6.4
ENSG00000245694	CRNDE
ENSG00000176842	IRX5
ENSG00000159387	IRX6
ENSG00000087245	MMP2
ENSG00000260135	RP11-212I21.2
ENSG00000087253	LPCAT2
ENSG00000261997	RP11-212I21.4
ENSG00000103546	SLC6A2
ENSG00000198848	CES1
ENSG00000159398	CES5A
ENSG00000087258	GNAO1
ENSG00000159461	AMFR
ENSG00000260621	RP11-413H22.2
ENSG00000167005	NUDT21
ENSG00000087263	OGFOD1
ENSG00000274031	RP11-413H22.3
ENSG00000125124	BBS2
ENSG00000125148	MT2A
ENSG00000169715	MT1E
ENSG00000205364	MT1M
ENSG00000205362	MT1A
ENSG00000169688	MT1B
ENSG00000198417	MT1F
ENSG00000125144	MT1G
ENSG00000205358	MT1H
ENSG00000275691	RP11-249C24.12
ENSG00000187193	MT1X
ENSG00000102900	NUP93
ENSG00000070915	SLC12A3
ENSG00000051108	HERPUD1
ENSG00000087237	CETP
ENSG00000140853	NLRC5
ENSG00000140848	CPNE2
ENSG00000172775	FAM192A
ENSG00000159579	RSPRY1
ENSG00000102931	ARL2BP
ENSG00000102934	PLLP
ENSG00000102962	CCL22
ENSG00000006210	CX3CL1
ENSG00000102970	CCL17
ENSG00000005194	CIAPIN1
ENSG00000088682	COQ9
ENSG00000102978	POLR2C
ENSG00000125170	DOK4
ENSG00000135736	CCDC102A
ENSG00000159618	ADGRG5
ENSG00000205336	ADGRG1
ENSG00000182885	ADGRG3
ENSG00000159625	DRC7
ENSG00000140854	KATNB1
ENSG00000140859	KIFC3
ENSG00000276166	CTD-2600O9.2
ENSG00000187185	CTD-2600O9.1
ENSG00000070729	CNGB1
ENSG00000159648	TEPP
ENSG00000166188	ZNF319
ENSG00000103005	USB1
ENSG00000102996	MMP15
ENSG00000070761	CFAP20
ENSG00000070770	CSNK2A2
ENSG00000103021	CCDC113
ENSG00000181938	GINS3
ENSG00000261078	RP11-481J2.1
ENSG00000276131	RP11-481J2.3
ENSG00000103034	NDRG4
ENSG00000103037	SETD6
ENSG00000125107	CNOT1
ENSG00000276259	RP11-481J2.4
ENSG00000279816	AC010287.1
ENSG00000103042	SLC38A7
ENSG00000125166	GOT2
ENSG00000245768	RP11-410D17.2
ENSG00000261807	RP11-430C1.1
ENSG00000150394	CDH8
ENSG00000261653	RP11-21L1.1
ENSG00000140937	CDH11
ENSG00000179776	CDH5
ENSG00000246898	LINC00920
ENSG00000166546	BEAN1
ENSG00000166548	TK2
ENSG00000260755	RP11-403P17.3
ENSG00000261519	RP11-403P17.4
ENSG00000217555	CKLF
ENSG00000277978	RP11-403P17.6
ENSG00000140932	CMTM2
ENSG00000140931	CMTM3
ENSG00000183723	CMTM4
ENSG00000135720	DYNC1LI2
ENSG00000246777	RP11-61A14.4
ENSG00000159593	NAE1
ENSG00000172840	PDP2
ENSG00000166589	CDH16
ENSG00000166592	RRAD
ENSG00000166595	FAM96B
ENSG00000172831	CES2
ENSG00000172828	CES3
ENSG00000172824	CES4A
ENSG00000067955	CBFB
ENSG00000125149	C16orf70
ENSG00000237172	B3GNT9
ENSG00000102871	TRADD
ENSG00000135722	FBXL8
ENSG00000102878	HSF4
ENSG00000140939	NOL3
ENSG00000196123	KIAA0895L
ENSG00000179044	EXOC3L1
ENSG00000205250	E2F4
ENSG00000102890	ELMO3
ENSG00000125122	LRRC29
ENSG00000168701	TMEM208
ENSG00000135723	FHOD1
ENSG00000135740	SLC9A5
ENSG00000196155	PLEKHG4
ENSG00000168676	KCTD19
ENSG00000159708	LRRC36
ENSG00000159713	TPPP3
ENSG00000159714	ZDHHC1
ENSG00000176387	HSD11B2
ENSG00000159720	ATP6V0D1
ENSG00000270049	RP11-297D21.4
ENSG00000276075	CTD-2012K14.8
ENSG00000039523	FAM65A
ENSG00000259804	CTD-2012K14.7
ENSG00000102974	CTCF
ENSG00000237718	AC009095.4
ENSG00000159753	RLTPR
ENSG00000102977	ACD
ENSG00000102981	PARD6A
ENSG00000124074	ENKD1
ENSG00000159761	C16orf86
ENSG00000141098	GFOD2
ENSG00000141084	RANBP10
ENSG00000102904	TSNAXIP1
ENSG00000102901	CENPT
ENSG00000168286	THAP11
ENSG00000102898	NUTF2
ENSG00000038358	EDC4
ENSG00000159792	PSKH1
ENSG00000141086	CTRL
ENSG00000261884	CTC-479C5.12
ENSG00000205220	PSMB10
ENSG00000213398	LCAT
ENSG00000124067	SLC12A4
ENSG00000167261	DPEP2
ENSG00000167264	DUS2
ENSG00000182810	DDX28
ENSG00000072736	NFATC3
ENSG00000262160	RP11-96D1.11
ENSG00000103067	ESRP2
ENSG00000103066	PLA2G15
ENSG00000103064	SLC7A6
ENSG00000103061	SLC7A6OS
ENSG00000132600	PRMT7
ENSG00000103056	SMPD3
ENSG00000184939	ZFP90
ENSG00000275383	RP11-615I2.6
ENSG00000062038	CDH3
ENSG00000039068	CDH1
ENSG00000103047	TANGO6
ENSG00000103044	HAS3
ENSG00000168802	CHTF8
ENSG00000141076	UTP4
ENSG00000168807	SNTB2
ENSG00000132612	VPS4A
ENSG00000213380	COG8
ENSG00000132603	NIP7
ENSG00000157315	TMED6
ENSG00000132604	TERF2
ENSG00000103018	CYB5B
ENSG00000102908	NFAT5
ENSG00000181019	NQO1
ENSG00000261602	CTD-2033A16.1
ENSG00000262136	CTD-2033A16.3
ENSG00000141101	NOB1
ENSG00000198373	WWP2
ENSG00000157322	CLEC18A
ENSG00000090857	PDPR
ENSG00000223496	EXOSC6
ENSG00000090861	AARS
ENSG00000157349	DDX19B
ENSG00000168872	DDX19A
ENSG00000157350	ST3GAL2
ENSG00000260111	RP11-529K1.4
ENSG00000157353	FUK
ENSG00000103051	COG4
ENSG00000189091	SF3B3
ENSG00000157368	IL34
ENSG00000132613	MTSS1L
ENSG00000103043	VAC14
ENSG00000157423	HYDIN
ENSG00000180917	CMTR2
ENSG00000172137	CALB2
ENSG00000167377	ZNF23
ENSG00000247324	RP11-510M2.2
ENSG00000157429	ZNF19
ENSG00000140835	CHST4
ENSG00000198650	TAT
ENSG00000260886	TAT-AS1
ENSG00000140832	MARVELD3
ENSG00000040199	PHLPP2
ENSG00000260612	RP11-432I5.4
ENSG00000166747	AP1G1
ENSG00000224470	ATXN1L
ENSG00000182149	IST1
ENSG00000102984	ZNF821
ENSG00000277481	PKD1L3
ENSG00000102967	DHODH
ENSG00000140830	TXNL4B
ENSG00000257017	HP
ENSG00000261701	HPR
ENSG00000140829	DHX38
ENSG00000118557	PMFBP1
ENSG00000261008	LINC01572
ENSG00000280264	AC004158.1
ENSG00000259768	RP5-991G20.1
ENSG00000140836	ZFHX3
ENSG00000271009	RP11-346C20.3
ENSG00000261227	AC140912.1
ENSG00000261248	AC009120.10
ENSG00000275236	AC009120.11
ENSG00000103035	PSMD7
ENSG00000261079	RP11-252A24.3
ENSG00000196436	NPIPB15
ENSG00000090863	GLG1
ENSG00000168411	RFWD3
ENSG00000168404	MLKL
ENSG00000103089	FA2H
ENSG00000103091	WDR59
ENSG00000186187	ZNRF1
ENSG00000247033	RP11-252E2.1
ENSG00000166816	LDHD
ENSG00000184517	ZFP1
ENSG00000050820	BCAR1
ENSG00000153774	CFDP1
ENSG00000274220	RP11-77K12.9
ENSG00000166822	TMEM170A
ENSG00000183196	CHST6
ENSG00000205084	TMEM231
ENSG00000276408	RP11-490B18.5
ENSG00000034713	GABARAPL2
ENSG00000065457	ADAT1
ENSG00000065427	KARS
ENSG00000166848	TERF2IP
ENSG00000273659	RP11-58C22.2
ENSG00000103111	MON1B
ENSG00000205078	SYCE1L
ENSG00000140873	ADAMTS18
ENSG00000140876	NUDT7
ENSG00000171724	VAT1L
ENSG00000186153	WWOX
ENSG00000277954	RP11-679B19.1
ENSG00000178573	MAF
ENSG00000278058	RP11-70D24.2
ENSG00000260876	LINC01229
ENSG00000261390	MAFTRR
ENSG00000259867	RP11-525K10.3
ENSG00000168589	DYNLRB2
ENSG00000166446	CDYL2
ENSG00000103121	CMC2
ENSG00000166451	CENPN
ENSG00000166454	ATMIN
ENSG00000166455	C16orf46
ENSG00000261141	RP11-303E16.5
ENSG00000261838	RP11-303E16.6
ENSG00000245059	RP11-303E16.7
ENSG00000140905	GCSH
ENSG00000135697	BCO1
ENSG00000260495	RP11-55K13.1
ENSG00000261609	GAN
ENSG00000153815	CMIP
ENSG00000261218	RP11-960L18.1
ENSG00000197943	PLCG2
ENSG00000184860	SDR42E1
ENSG00000086696	HSD17B2
ENSG00000261235	RP11-510J16.5
ENSG00000135698	MPHOSPH6
ENSG00000140945	CDH13
ENSG00000260228	RP11-483P21.2
ENSG00000230989	HSBP1
ENSG00000103150	MLYCD
ENSG00000140961	OSGIN1
ENSG00000103154	NECAB2
ENSG00000140943	MBTPS1
ENSG00000260018	RP11-505K9.1
ENSG00000103160	HSDL1
ENSG00000154099	DNAAF1
ENSG00000103168	TAF1C
ENSG00000140955	ADAD2
ENSG00000250685	RP11-486L19.2
ENSG00000103175	WFDC1
ENSG00000064270	ATP2C2
ENSG00000140950	TLDC1
ENSG00000103187	COTL1
ENSG00000135686	KLHL36
ENSG00000103194	USP10
ENSG00000103196	CRISPLD2
ENSG00000153786	ZDHHC7
ENSG00000135709	KIAA0513
ENSG00000153789	FAM92B
ENSG00000278214	RP11-442O1.4
ENSG00000179219	LINC00311
ENSG00000131149	GSE1
ENSG00000131153	GINS2
ENSG00000154102	C16orf74
ENSG00000269898	RP11-568J23.4
ENSG00000131148	EMC8
ENSG00000131143	COX4I1
ENSG00000140968	IRF8
ENSG00000268804	RP11-542M13.3
ENSG00000261177	RP11-805I24.1
ENSG00000268388	FENDRR
ENSG00000103241	FOXF1
ENSG00000270020	RP11-463O9.9
ENSG00000103248	MTHFSD
ENSG00000260944	FOXC2-AS1
ENSG00000176692	FOXC2
ENSG00000176678	FOXL1
ENSG00000261175	CTD-2015G9.2
ENSG00000260456	C16orf95
ENSG00000270006	RP11-178L8.7
ENSG00000103264	FBXO31
ENSG00000140941	MAP1LC3B
ENSG00000261592	RP11-178L8.3
ENSG00000140948	ZCCHC14
ENSG00000154118	JPH3
ENSG00000104731	KLHDC4
ENSG00000260498	RP4-536B24.4
ENSG00000260177	RP4-536B24.3
ENSG00000103257	SLC7A5
ENSG00000174990	CA5A
ENSG00000172530	BANP
ENSG00000261327	RP11-863P13.3
ENSG00000261816	RP11-863P13.2
ENSG00000260420	LA16c-444G7.2
ENSG00000225614	ZNF469
ENSG00000179588	ZFPM1
ENSG00000158545	ZC3H18
ENSG00000051523	CYBA
ENSG00000167508	MVD
ENSG00000260630	SNAI3-AS1
ENSG00000185669	SNAI3
ENSG00000158717	RNF166
ENSG00000174177	CTU2
ENSG00000103335	PIEZO1
ENSG00000224888	RP5-1142A6.2
ENSG00000182376	RP5-1142A6.8
ENSG00000167513	CDT1
ENSG00000198931	APRT
ENSG00000141012	GALNS
ENSG00000167515	TRAPPC2L
ENSG00000129993	CBFA2T3
ENSG00000259881	RP11-830F9.5
ENSG00000205018	RP11-830F9.6
ENSG00000256982	CTD-2555A7.2
ENSG00000176715	ACSF3
ENSG00000261546	CTD-2555A7.3
ENSG00000180422	LINC00304
ENSG00000129910	CDH15
ENSG00000259877	RP11-46C24.7
ENSG00000170100	ZNF778
ENSG00000167522	ANKRD11
ENSG00000268218	AC137932.4
ENSG00000261253	AC137932.6
ENSG00000197912	SPG7
ENSG00000261118	RP11-104N10.1
ENSG00000167526	RPL13
ENSG00000178773	CPNE7
ENSG00000015413	DPEP1
ENSG00000131165	CHMP1A
ENSG00000167523	SPATA33
ENSG00000185324	CDK10
ENSG00000260259	RP11-368I7.4
ENSG00000158792	SPATA2L
ENSG00000075399	VPS9D1
ENSG00000261373	VPS9D1-AS1
ENSG00000158805	ZNF276
ENSG00000187741	FANCA
ENSG00000204991	SPIRE2
ENSG00000141002	TCF25
ENSG00000258839	MC1R
ENSG00000258947	TUBB3
ENSG00000140995	DEF8
ENSG00000177946	CENPBD1
ENSG00000003249	DBNDD1
ENSG00000141013	GAS8
ENSG00000126856	PRDM7
ENSG00000260528	FAM157C
ENSG00000260507	RP11-356C4.3
ENSG00000260923	AC137934.1
ENSG00000272636	DOC2B
ENSG00000273172	AC108004.2
ENSG00000181031	RPH3AL
ENSG00000262294	RP11-1260E13.2
ENSG00000187624	C17orf97
ENSG00000183688	FAM101B
ENSG00000141252	VPS53
ENSG00000167695	FAM57A
ENSG00000179409	GEMIN4
ENSG00000167699	GLOD4
ENSG00000262228	RP11-676J12.4
ENSG00000171861	RNMTL1
ENSG00000167693	NXN
ENSG00000262003	RP11-676J12.7
ENSG00000177370	TIMM22
ENSG00000159842	ABR
ENSG00000108953	YWHAE
ENSG00000167193	CRK
ENSG00000262777	RP11-818O24.3
ENSG00000197879	MYO1C
ENSG00000132376	INPP5K
ENSG00000236618	PITPNA-AS1
ENSG00000174238	PITPNA
ENSG00000167703	SLC43A2
ENSG00000074660	SCARF1
ENSG00000167705	RILP
ENSG00000174231	PRPF8
ENSG00000277597	RP11-961A15.3
ENSG00000185561	TLCD2
ENSG00000186594	MIR22HG
ENSG00000167716	WDR81
ENSG00000167711	SERPINF2
ENSG00000132386	SERPINF1
ENSG00000186532	SMYD4
ENSG00000132383	RPA1
ENSG00000185924	RTN4RL1
ENSG00000108963	DPH1
ENSG00000262533	RP11-667K14.4
ENSG00000263050	RP11-667K14.3
ENSG00000177374	HIC1
ENSG00000070366	SMG6
ENSG00000167720	SRR
ENSG00000167721	TSR1
ENSG00000141258	SGSM2
ENSG00000070444	MNT
ENSG00000127804	METTL16
ENSG00000007168	PAFAH1B1
ENSG00000132361	CLUH
ENSG00000262050	RP11-74E22.3
ENSG00000277200	RP11-74E22.8
ENSG00000132359	RAP1GAP2
ENSG00000141255	SPATA22
ENSG00000108381	ASPA
ENSG00000167723	TRPV3
ENSG00000196689	TRPV1
ENSG00000262304	RP11-235E17.2
ENSG00000197417	SHPK
ENSG00000040531	CTNS
ENSG00000262903	RP11-235E17.6
ENSG00000213977	TAX1BP3
ENSG00000257950	P2RX5-TAX1BP3
ENSG00000127774	EMC6
ENSG00000083454	P2RX5
ENSG00000083457	ITGAE
ENSG00000262692	CTD-3195I5.3
ENSG00000177602	GSG2
ENSG00000074356	NCBP3
ENSG00000004660	CAMKK1
ENSG00000108405	P2RX1
ENSG00000074370	ATP2A3
ENSG00000074755	ZZEF1
ENSG00000167740	CYB5D2
ENSG00000185722	ANKFY1
ENSG00000132388	UBE2G1
ENSG00000182557	SPNS3
ENSG00000262823	RP13-580F15.2
ENSG00000183018	SPNS2
ENSG00000132382	MYBBP1A
ENSG00000167741	GGT6
ENSG00000141456	PELP1
ENSG00000244184	RP11-314A20.2
ENSG00000141480	ARRB2
ENSG00000161920	MED11
ENSG00000161921	CXCL16
ENSG00000141497	ZMYND15
ENSG00000142484	TM4SF5
ENSG00000182853	VMO1
ENSG00000182327	GLTPD2
ENSG00000142507	PSMB6
ENSG00000262165	RP11-81A22.5
ENSG00000129219	PLD2
ENSG00000141503	MINK1
ENSG00000108556	CHRNE
ENSG00000205710	C17orf107
ENSG00000185245	GP1BA
ENSG00000108528	SLC25A11
ENSG00000108523	RNF167
ENSG00000108518	PFN1
ENSG00000108515	ENO3
ENSG00000091640	SPAG7
ENSG00000108509	CAMTA2
ENSG00000262429	RP5-1050D4.3
ENSG00000262227	RP5-1050D4.5
ENSG00000196388	INCA1
ENSG00000129250	KIF1C
ENSG00000132517	SLC52A1
ENSG00000180787	ZFP3
ENSG00000167840	ZNF232
ENSG00000129204	USP6
ENSG00000180626	ZNF594
ENSG00000261879	RP11-333E1.1
ENSG00000161929	SCIMP
ENSG00000029725	RABEP1
ENSG00000108559	NUP88
ENSG00000263220	RP11-420A6.2
ENSG00000129197	RPAIN
ENSG00000263272	CTC-524C5.2
ENSG00000108561	C1QBP
ENSG00000005100	DHX33
ENSG00000072849	DERL2
ENSG00000167842	MIS12
ENSG00000091592	NLRP1
ENSG00000179314	WSCD1
ENSG00000129221	AIPL1
ENSG00000129195	FAM64A
ENSG00000091622	PITPNM3
ENSG00000198920	KIAA0753
ENSG00000129235	TXNDC17
ENSG00000108590	MED31
ENSG00000256806	C17orf100
ENSG00000141485	SLC13A5
ENSG00000132530	XAF1
ENSG00000177294	FBXO39
ENSG00000215067	ALOX12-AS1
ENSG00000262089	RP11-589P10.5
ENSG00000219200	RNASEK
ENSG00000161939	RNASEK-C17orf49
ENSG00000258315	C17orf49
ENSG00000267532	MIR497HG
ENSG00000161940	BCL6B
ENSG00000174327	SLC16A13
ENSG00000174326	SLC16A11
ENSG00000132514	CLEC10A
ENSG00000161944	ASGR2
ENSG00000141505	ASGR1
