gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CRYBB3	247839	525	-31	301080	78744	0	0	0	0	50	64	11490448	1	1
CRYGA	321897	440	5	245882	65041	0	0	0	0	50	37	9156306	1	1
CRYGB	321897	440	5	250900	61760	0	0	0	0	50	37	9156306	1	1
CRYGC	327858	440	13	246075	64848	0	0	0	0	50	54	11564946	1	1
CSAG2	NaN	NaN	NaN	352804	98816	0	0	0	0	50	99	21592068	1	1
CSAG3	202421	NaN	-2	352804	98816	0	0	0	0	50	37	10020753	1	1
CSDA	410051	455	-4	509327	159418	0	0	0	0	34	37	8360953	1	1
CSDC2	1467336	183	66	206317	65813	0	0	0	0	50	38	11241092	1	1
CSF2	362855	407	21	203808	56163	0	0	0	0	50	33	11755244	1	1
CSF3	1652518	216	28	282359	88201	0	0	2	0	4	11	1200846	1	1
CSH1	1446139	380	27	420740	111361	0	0	0	0	50	47	10162801	1	1
CSNK1D	2856070	193	24	594440	169261	0	0	2	0	27	22	5579051	1	1
CSNK2B	2517236	193	20	315169	73919	0	0	0	0	50	63	14889757	1	1
CST2	159399	889	-45	197439	55005	0	0	0	0	50	46	9122531	1	1
CST6	3854361	208	57	204387	61953	0	0	0	0	50	32	11721662	1	1
CST9	189307	772	-47	223494	56742	0	0	0	0	50	64	12647869	1	1
CSTB	919787	170	68	140504	36091	0	0	0	0	50	46	10555363	1	1
CT45A1	NaN	NaN	NaN	270779	68515	0	0	0	0	50	99	21561767	1	1
CT45A2	NaN	NaN	NaN	271744	67550	0	0	0	0	50	99	21560802	1	1
CT45A3	NaN	NaN	NaN	271165	68129	0	0	0	0	50	99	21561381	1	1
CT45A4	NaN	NaN	NaN	543102	135486	0	0	0	0	50	99	21628738	1	1
CT45A6	NaN	NaN	NaN	271358	67936	0	0	0	0	50	99	21561188	1	1
CT47A1	NaN	NaN	NaN	3858070	1208180	0	0	0	0	1	0	1423568	1	1
CT47A10	NaN	NaN	NaN	3472263	1087362	0	0	0	0	1	0	1302750	1	1
CT47A11	NaN	NaN	NaN	3472263	1087362	0	0	0	0	1	0	1302750	1	1
CT47A2	NaN	NaN	NaN	3472263	1087362	0	0	0	0	1	0	1302750	1	1
CT47A3	NaN	NaN	NaN	3472263	1087362	0	0	0	0	1	0	1302750	1	1
CT47A4	NaN	NaN	NaN	3472263	1087362	0	0	0	0	1	0	1302750	1	1
CT47A5	NaN	NaN	NaN	3472263	1087362	0	0	0	0	1	0	1302750	1	1
CT47A6	NaN	NaN	NaN	3858070	1208180	0	0	0	0	1	0	1423568	1	1
CT47A7	NaN	NaN	NaN	385807	120818	0	0	0	0	50	99	21614070	1	1
CT47A8	NaN	NaN	NaN	3472263	1087362	0	0	0	0	1	0	1302750	1	1
CT47A9	NaN	NaN	NaN	3472263	1087362	0	0	0	0	1	0	1302750	1	1
CT62	276800	462	10	188754	53847	0	0	0	0	50	44	12315523	1	1
CTAG1A	NaN	NaN	NaN	469762	170612	0	0	0	0	50	99	21663864	1	1
CTAG1B	NaN	NaN	NaN	469762	170612	0	0	0	0	50	99	21663864	1	1
CTAG2	2090264	NaN	31	332732	117730	0	0	1	0	50	59	11060251	1	1
CTAGE4	215477	711	-8	2118368	586720	0	0	0	0	3	1	1191003	1	1
CTAGE6P	453170	544	-7	1060149	292395	0	0	0	0	2	2	660060	1	1
CTDSPL	408788	457	22	392948	105571	0	0	1	0	50	44	12616410	1	1
CTLA4	148748	632	18	315555	80481	0	0	0	0	50	38	9204556	1	1
CTNNBIP1	770684	193	34	118309	31073	0	0	0	0	50	42	10531624	1	1
CTPS	341851	171	29	847077	222915	0	0	0	0	15	17	4733325	1	1
CTRB1	612638	171	16	364963	109817	0	0	0	0	50	34	10541081	1	1
CTRB2	612638	171	16	364577	110203	0	0	0	0	50	34	10541081	1	1
CTSG	897577	582	3	347400	107694	0	0	1	0	50	63	12016566	1	1
CTSH	421272	488	45	489062	121204	0	0	2	0	3	5	702134	1	1
CTSL1	122983	577	26	479798	116572	0	0	0	0	50	30	10701078	1	1
CTSL2	339842	464	24	479605	118502	0	0	0	0	50	65	15554835	1	1
CTSS	1818753	188	35	471113	121204	0	0	2	0	36	74	8969868	1	1
CTSW	3779084	287	42	531329	145522	0	0	0	0	2	1	366893	1	1
CTSZ	1009250	152	30	420933	118695	0	0	1	0	50	66	11136100	1	1
CTU2	802673	189	41	721048	209984	0	0	1	0	50	50	11249391	1	1
CTXN1	952640	320	27	109045	37442	0	0	0	0	50	64	11348014	1	1
CTXN2	NaN	NaN	NaN	114256	30494	0	0	0	0	50	99	21523746	1	1
CWC25	1198833	207	37	607564	153242	0	0	0	0	50	37	9856510	1	1
CXCL11	489826	399	43	138960	34161	0	0	0	0	50	34	11315976	1	1
CXCL17	704668	235	34	172542	42846	0	0	0	0	50	34	10094865	1	1
CXCL3	199590	368	13	147838	46706	0	0	0	0	50	41	11585404	1	1
CXCR1	718028	301	27	464744	147259	0	0	1	0	30	21	8264839	1	1
CXCR2	694517	301	27	475938	153435	0	0	0	0	50	32	13283418	1	1
CXCR7	121886	599	10	490220	142627	0	0	0	0	50	44	10356959	1	1
CXXC5	659730	244	42	428460	134907	0	0	0	0	47	43	12240060	1	1
CXorf1	1641	NaN	-34	154593	39951	0	0	0	0	50	80	12109785	1	1
CXorf21	81961	NaN	21	416108	110203	0	0	0	0	50	32	12093573	1	1
CXorf26	102519	NaN	16	336013	82025	0	0	0	0	50	62	12958792	1	1
CXorf27	106141	NaN	28	165015	41109	0	0	0	0	50	43	14786888	1	1
CXorf30	NaN	NaN	NaN	904784	228898	0	0	0	0	50	99	21722150	1	1
CXorf40A	187616	NaN	16	222722	64462	0	0	0	0	50	46	11214651	1	1
CXorf41	229024	NaN	26	312467	74884	0	0	0	0	50	45	11447795	1	1
CXorf48	228366	NaN	23	369788	103255	0	0	0	0	50	49	10513289	1	1
CXorf49	NaN	NaN	NaN	1383038	428074	0	0	0	0	9	11	2790394	1	1
CXorf49B	NaN	NaN	NaN	1383038	428074	0	0	0	0	9	11	2790394	1	1
CXorf51	NaN	NaN	NaN	300694	87236	0	0	0	0	50	99	21580488	1	1
CXorf58	528624	NaN	37	476131	120818	0	0	0	0	50	34	11936857	1	1
CXorf59	3834	NaN	-17	718539	178332	0	0	0	0	50	83	12063851	1	1
CXorf61	82720	NaN	4	155751	45741	0	0	0	0	50	59	14485036	1	1
CXorf64	NaN	NaN	NaN	395843	126994	0	0	0	0	50	99	21620246	1	1
CXorf65	759088	NaN	27	266919	65427	0	0	0	0	50	61	14047505	1	1
CYB5R2	100503	853	13	396808	102869	0	0	0	0	50	53	10882884	1	1
CYBASC3	1394229	286	57	355699	107501	0	0	0	0	50	48	9715620	1	1
CYBRD1	486534	352	34	428267	77200	0	0	0	0	50	32	9521655	1	1
CYHR1	2043455	200	36	633426	198018	0	0	1	0	50	53	9177150	1	1
CYP1A1	746043	199	41	701169	203808	0	0	2	0	2	4	589229	1	1
CYP1A2	746043	199	41	701748	210177	0	0	0	0	8	9	2431800	1	1
CYP2J2	60418	824	-6	703678	189719	0	0	0	0	26	16	4636246	1	1
CYP2W1	765060	346	34	644427	228126	0	0	0	0	48	44	10768242	1	1
CYP4F8	852124	605	29	726452	205159	0	0	0	0	6	3	1299083	1	1
CYP8B1	301212	447	21	675114	196860	0	0	1	0	50	54	13334756	1	1
CYS1	863812	214	44	206703	74112	0	0	0	0	50	48	12202039	1	1
CYSLTR1	486217	NaN	-9	464165	126415	0	0	1	0	50	43	11056777	1	1
CYSLTR2	404943	430	46	466095	137802	0	0	1	0	50	38	12745913	1	1
CYTL1	76400	557	36	186438	59637	0	0	0	0	50	40	11500870	1	1
CYTSA	702019	200	38	1554229	422477	0	0	0	0	6	5	2205797	1	1
CYTSB	302887	339	-13	1502312	425179	0	0	0	0	2	0	576105	1	1
CYorf15A	0	0	0	190298	45934	0	0	0	0	50	20	11478868	1	1
CYorf15B	0	0	0	257462	65620	0	0	0	0	50	20	11478868	1	1
D4S234E	143657	525	46	259585	72761	0	0	0	0	50	62	14059857	1	1
DACT2	NaN	NaN	NaN	1014022	340259	0	0	0	0	50	99	21833511	1	1
DACT3	1139694	347	28	799599	302817	0	0	2	0	10	6	2269873	1	1
DAD1	975314	380	49	155944	47864	0	0	0	0	50	51	13059731	1	1
DAO	494991	393	49	489255	138381	0	0	0	0	50	51	13089839	1	1
DAOA	13092	1235	-28	285833	56356	0	0	0	0	50	74	12373423	1	1
DAP	630950	435	29	147838	38021	0	0	0	0	50	36	11291658	1	1
DAPL1	270644	361	14	153821	41881	0	0	0	0	50	43	11616477	1	1
DARC	99569	785	14	447567	156909	0	0	1	0	50	42	10014577	1	1
DAZ1	NaN	NaN	NaN	1064974	291623	0	0	0	0	50	99	21784875	1	1
DAZ2	NaN	NaN	NaN	1584337	420161	0	0	0	0	9	11	2782481	1	1
DAZ3	NaN	NaN	NaN	1871521	497747	0	0	0	0	9	11	2860067	1	1
DAZ4	NaN	NaN	NaN	2162758	582281	0	0	0	0	8	9	2710685	1	1
DBC1	3696	1010	-25	1057833	281973	0	0	0	0	31	54	8054276	1	1
DCAF4L1	272281	261	25	528434	162313	0	0	0	0	21	15	4956626	1	1
DCAF7	934619	247	-1	477096	133170	0	0	0	0	50	39	9599048	1	1
DCD	615189	494	31	158067	45162	0	0	0	0	50	61	13679261	1	1
DCI	2199935	194	42	410897	130468	0	0	0	0	50	49	11643690	1	1
DCN	24351	591	-19	503344	138188	0	0	0	0	50	38	9766572	1	1
DCP1A	782208	167	43	796704	236811	0	0	2	0	41	53	10449599	1	1
DCTN6	452029	297	47	275218	71603	0	0	0	0	50	42	11660674	1	1
DCUN1D3	252367	503	32	417652	114449	0	0	0	0	50	39	11175858	1	1
DCXR	3814891	211	28	336592	107501	0	0	0	0	32	21	5429669	1	1
DDA1	842088	211	43	149961	38214	0	0	0	0	50	52	11731698	1	1
DDIT4L	193061	795	-8	266340	75270	0	0	0	0	50	34	10687761	1	1
DDRGK1	909603	255	55	437338	129503	0	0	2	0	38	38	7212024	1	1
DDT	NaN	NaN	NaN	162892	51917	0	0	0	0	50	99	21545169	1	1
DDX39	954144	204	43	606213	160383	0	0	0	0	50	50	12083923	1	1
DDX3Y	0	0	0	943770	243759	0	0	0	0	50	20	11478868	1	1
DDX49	1390116	198	20	670289	199369	0	0	3	0	29	32	6045339	1	1
DDX56	1462615	191	56	753279	228705	0	0	1	0	13	7	1889470	1	1
DEC1	117692	604	-17	106343	26248	0	0	0	0	35	31	9441946	1	1
DECR2	1549307	207	37	400089	126222	0	0	0	0	36	42	10972243	1	1
DEDD2	790787	299	37	425372	151891	0	0	0	0	18	16	3756745	1	1
DEFA1	NaN	NaN	NaN	395843	113098	0	0	0	0	50	99	21606350	1	1
DEFA1B	132154	699	-1	395843	113098	0	0	0	0	50	41	11611845	1	1
DEFA3	132154	699	-1	132205	37442	0	0	0	0	50	41	11611845	1	1
DEFA4	131884	628	11	134135	40723	0	0	0	0	50	38	10816492	1	1
DEFA5	124400	715	-3	128152	40337	0	0	1	0	0	1	40337	1	1
DEFA6	131884	628	11	139732	39179	0	0	0	0	50	38	10816492	1	1
DEFB1	131884	628	11	96693	25476	0	0	0	0	50	38	10816492	1	1
DEFB103A	NaN	NaN	NaN	195316	52496	0	0	0	0	50	99	21545748	1	1
DEFB103B	NaN	NaN	NaN	195316	52496	0	0	0	0	50	99	21545748	1	1
DEFB104A	NaN	NaN	NaN	209984	52882	0	0	0	0	50	99	21546134	1	1
DEFB104B	NaN	NaN	NaN	209984	52882	0	0	0	0	50	99	21546134	1	1
DEFB105A	NaN	NaN	NaN	229670	52882	0	0	0	0	50	99	21546134	1	1
DEFB105B	NaN	NaN	NaN	229670	52882	0	0	0	0	50	99	21546134	1	1
DEFB106A	NaN	NaN	NaN	193772	44776	0	0	0	0	50	99	21538028	1	1
DEFB106B	NaN	NaN	NaN	193772	44776	0	0	0	0	50	99	21538028	1	1
DEFB107A	NaN	NaN	NaN	205738	50180	0	0	0	0	50	99	21543432	1	1
DEFB107B	NaN	NaN	NaN	205738	50180	0	0	0	0	50	99	21543432	1	1
DEFB108B	727046	465	37	104220	26055	0	0	0	0	50	48	12341964	1	1
DEFB113	70183	1258	-7	115414	26441	0	0	0	0	50	35	10561153	1	1
DEFB114	70183	1258	-7	101325	22002	0	0	0	0	50	35	10561153	1	1
DEFB116	562665	594	-29	145908	34740	0	0	0	0	50	37	9301442	1	1
DEFB118	591819	594	-83	171384	47478	0	0	0	0	50	75	15072914	1	1
DEFB121	598822	450	-79	119660	31459	0	0	0	0	50	78	15293127	1	1
DEFB124	605825	450	-76	99588	27792	0	0	0	0	50	78	15293127	1	1
DEFB125	86	430	NaN	212107	62918	0	0	1	0	41	37	7212024	1	1
DEFB126	215351	430	25	155751	43425	0	0	1	0	15	13	2411728	1	1
DEFB127	215351	430	25	139153	36863	0	0	2	0	4	5	340645	1	1
DEFB128	215351	430	25	131819	33775	0	0	0	0	50	36	9364553	1	1
DEFB130	475312	625	0	221564	60988	0	0	0	0	50	46	12267080	1	1
DEFB131	176573	885	12	102869	22195	0	0	0	0	50	55	11199790	1	1
DEFB132	1010597	348	24	134135	36091	0	0	0	0	50	64	11833602	1	1
DEFB133	NaN	NaN	NaN	89745	20265	0	0	0	0	50	99	21513517	1	1
DEFB134	467502	451	22	96114	22002	0	0	1	0	7	1	523802	1	1
DEFB135	467502	451	22	108080	29722	0	0	0	0	50	42	12048990	1	1
DEFB136	467502	451	22	110396	27985	0	0	0	0	50	42	12048990	1	1
DEFB4A	69060	693	-5	91675	24704	0	0	0	0	50	52	11512450	1	1
DEGS2	405420	237	39	432320	136258	0	0	0	0	50	28	10027315	1	1
DEM1	701723	457	31	503923	148031	0	0	0	0	50	46	13067644	1	1
DENND1A	314875	517	32	1429551	434250	0	0	3	0	19	21	4483583	1	1
DENR	1042095	227	42	294904	66971	0	0	1	0	20	10	4069212	1	1
DEPDC6	244861	712	8	581895	148803	0	0	0	0	23	16	3911145	1	1
DERL2	1145030	544	24	341224	90710	0	0	1	0	50	53	11933383	1	1
DEXI	339622	430	41	124099	42653	0	0	0	0	50	52	13136352	1	1
DFFB	249345	412	26	473043	129696	0	0	0	0	26	17	6137979	1	1
DGAT1	2525749	200	28	691326	195123	0	0	1	0	50	52	14193799	1	1
DGUOK	1036341	284	45	392176	105764	0	0	0	0	50	62	13398832	1	1
DHDPSL	564805	169	40	448146	135486	0	0	0	0	50	57	10969348	1	1
DHFR	319054	626	35	271937	66199	0	0	0	0	50	33	9799961	1	1
DHH	1770671	214	65	510871	183350	0	0	3	0	0	3	183350	1	1
DHODH	438866	372	19	533838	173700	0	0	0	0	50	42	11389509	1	1
DHRS12	252271	384	33	465902	122362	0	0	2	0	17	17	2947303	1	1
DHRS13	1834230	220	37	496396	169454	0	0	1	0	50	49	12887961	1	1
DHRS4L1	992350	355	19	393141	117537	0	0	0	0	50	47	11535417	1	1
DIMT1L	176808	575	33	450269	120625	0	0	0	0	50	39	11620144	1	1
DIO1	505734	319	24	351067	91289	0	0	1	0	50	33	10372592	1	1
DIRAS3	331080	524	-25	310344	91482	0	0	3	0	2	4	423828	1	1
DKC1	1739324	NaN	7	733593	193386	0	0	0	0	37	47	10912413	1	1
DKFZP781G0119	NaN	NaN	NaN	974457	247233	0	0	0	0	50	99	21740485	1	1
DKFZp761E198	3834148	287	55	1028883	400089	0	0	0	0	11	4	2055643	1	1
DLEU7	136985	649	31	206703	75849	0	0	0	0	50	35	11529434	1	1
DLX5	99426	991	-15	392948	115414	0	0	0	0	50	48	11029950	1	1
DLX6	99426	991	-15	404914	110396	0	0	0	0	50	48	11029950	1	1
DMAP1	962892	211	29	649252	190298	0	0	0	0	50	53	11435829	1	1
DMKN	954618	367	35	813302	233530	0	0	0	0	50	50	10772874	1	1
DMRTA2	147973	639	-7	449111	171577	0	0	1	0	50	41	13801237	1	1
DMRTC1	NaN	NaN	NaN	525346	170612	0	0	0	0	50	99	21663864	1	1
DMRTC1B	NaN	NaN	NaN	525346	170612	0	0	0	0	50	99	21663864	1	1
DNAJB3	NaN	NaN	NaN	200334	54426	0	0	0	0	50	99	21547678	1	1
DNAJB5	676166	394	23	570315	167910	0	0	0	0	50	55	16498605	1	1
DNAJB7	NaN	NaN	NaN	431162	107308	0	0	0	0	50	99	21600560	1	1
DNAJC19	182678	1094	-4	171770	44197	0	0	0	0	50	26	10098146	1	1
DNAJC22	2137968	175	37	452585	143785	0	0	0	0	50	49	12591320	1	1
DNAJC25-GNG10	513721	212	17	202071	72375	0	0	0	0	50	40	11336627	1	1
DNAJC30	1197825	214	52	294904	100553	0	0	1	0	7	5	1511383	1	1
DNAJC5	1157316	206	36	281973	72954	0	0	0	0	50	46	10091005	1	1
DNAJC5B	270769	377	45	284096	72568	0	0	0	0	50	43	9988522	1	1
DNAJC7	2081077	206	23	717574	172349	0	0	2	0	35	42	7496506	1	1
DNAL1	600464	191	47	281008	66971	0	0	0	0	50	45	11323889	1	1
DNAL4	1291659	272	73	151312	37442	0	0	0	0	50	33	9118092	1	1
DNALI1	445473	274	30	390825	110010	0	0	0	0	50	66	11382368	1	1
DNASE1	611617	242	43	397580	113098	0	0	0	0	50	44	12877732	1	1
DNASE1L1	2277674	NaN	40	416687	125836	0	0	1	0	50	42	11151926	1	1
DNASE1L2	2179404	224	39	409932	125064	0	0	1	0	50	40	10586436	1	1
DND1	774470	356	31	469183	153821	0	0	0	0	19	23	5256741	1	1
DOC2A	NaN	NaN	NaN	554296	165401	0	0	0	0	50	99	21658653	1	1
DOC2B	NaN	NaN	NaN	418424	127573	0	0	0	0	50	99	21620825	1	1
DOHH	2172733	210	36	402405	133170	0	0	0	0	50	42	13064556	1	1
DOK3	1120311	347	41	803073	275604	0	0	0	0	5	5	1719051	1	1
DOLPP1	1428394	206	30	335048	97465	0	0	1	0	50	56	11258848	1	1
DOM3Z	2314693	203	34	540979	163664	0	0	0	0	50	52	12587074	1	1
DPCD	843302	421	19	294325	73919	0	0	0	0	50	45	11626899	1	1
DPCR1	2483101	261	36	1841413	584597	0	0	0	0	4	0	1119400	1	1
DPF1	1410213	301	-1	608722	156137	0	0	1	0	50	29	9535551	1	1
DPH3B	NaN	NaN	NaN	110010	27213	0	0	0	0	50	99	21520465	1	1
DPM2	1441525	201	56	118116	36477	0	0	0	0	50	29	9397556	1	1
DPPA4	22565	1096	-19	426144	118695	0	0	0	0	50	50	10321447	1	1
DPPA5	732413	446	18	164243	44776	0	0	1	0	12	11	1810726	1	1
DPY30	375703	295	27	145715	37249	0	0	2	0	3	4	283710	1	1
DPYSL5	1261383	378	36	780299	228898	0	0	1	0	25	32	5634828	1	1
DR1	699815	223	13	248005	64076	0	0	1	0	8	10	1571020	1	1
DRD3	418141	589	23	546383	165208	0	0	1	0	50	40	11435057	1	1
DRD4	1774224	236	57	537698	199948	0	0	0	0	20	16	4013821	1	1
DSCR6	414773	378	76	258041	80674	0	0	0	0	50	46	10609403	1	1
DSTN	568191	347	-5	237197	58093	0	0	1	0	13	17	2704895	1	1
DTD1	262495	613	6	297027	79323	0	0	0	0	50	40	10387646	1	1
DTHD1	NaN	NaN	NaN	1098363	290658	0	0	0	0	50	99	21783910	1	1
DTYMK	1323203	406	32	294518	84727	0	0	0	0	50	63	11349751	1	1
DULLARD	1782958	316	21	344891	96886	0	0	0	0	50	47	9010591	1	1
DUS2L	859239	138	55	694607	198211	0	0	0	0	50	68	12123874	1	1
DUS4L	512690	753	26	452778	113484	0	0	1	0	50	41	11418266	1	1
DUSP18	723012	330	56	258041	72568	0	0	0	0	50	31	8311738	1	1
DUSP19	350474	524	20	304940	80674	0	0	1	0	50	57	12370142	1	1
DUSP21	66992	NaN	15	256304	75463	0	0	1	0	50	67	12335981	1	1
DUSP22	224772	684	46	270200	67357	0	0	0	0	50	27	7802604	1	1
DUSP23	801453	497	6	197825	69094	0	0	0	0	50	37	10351941	1	1
DUSP26	91655	610	11	285254	89938	0	0	0	0	50	42	11738067	1	1
DUSP3	1081050	192	35	257076	71796	0	0	0	0	50	48	9975591	1	1
DUX4	NaN	NaN	NaN	1235200	455480	0	0	0	0	9	11	2817800	1	1
DYDC1	352963	598	18	264603	59637	0	0	0	0	50	45	14038048	1	1
DYNLL2	857807	352	11	131626	29336	0	0	1	0	0	1	29336	1	1
DYNLRB2	149480	465	-30	140890	35705	0	0	0	0	50	74	12373809	1	1
DYNLT1	623771	306	49	170033	38407	0	0	0	0	50	42	9834122	1	1
DYNLT3	105234	NaN	28	172928	39565	0	0	0	0	50	43	14786888	1	1
DYSFIP1	3733473	NaN	19	209598	65427	0	0	0	0	50	36	9919814	1	1
EBAG9	134329	623	8	309186	76428	0	0	0	0	50	36	11017405	1	1
EBF4	NaN	NaN	NaN	828163	251672	0	0	0	0	50	99	21744924	1	1
EBPL	425192	296	62	282938	84727	0	0	0	0	50	37	9982346	1	1
ECE1	744763	196	27	1152403	314783	0	0	1	0	21	16	6117328	1	1
ECEL1	271362	191	32	1071343	315362	0	0	1	0	22	15	4750695	1	1
ECSCR	806824	NaN	41	105764	29722	0	0	0	0	50	50	10970699	1	1
EDA2R	28261	NaN	-6	417845	112519	0	0	0	0	50	48	11596791	1	1
EDARADD	482656	589	11	328293	78744	0	0	0	0	50	46	11818162	1	1
EDF1	1921909	176	44	226389	63111	0	0	0	0	50	41	11271779	1	1
EDN3	831202	402	-9	349909	99395	0	0	1	0	50	40	9712146	1	1
EFCAB1	16699	533	-28	310730	71410	0	0	2	0	8	11	1083309	1	1
EFCAB4A	1799017	232	51	402791	125836	0	0	0	0	7	9	1489960	1	1
EFCAB9	NaN	NaN	NaN	285254	66199	0	0	0	0	50	99	21559451	1	1
EFEMP2	3779084	287	42	626092	168296	0	0	1	0	2	2	389667	1	1
EFHA1	345194	422	31	628794	153435	0	0	0	0	50	36	12935439	1	1
EFHA2	191406	621	-37	751735	203036	0	0	0	0	50	52	13065328	1	1
EFHD2	554165	212	29	334855	91868	0	0	0	0	50	63	13296542	1	1
EFNA1	1801444	194	32	291816	75270	0	0	1	0	50	68	10808000	1	1
EFNA2	2214581	234	29	289114	89552	0	0	0	0	50	62	11105992	1	1
EFNA4	1696720	214	44	361489	99974	0	0	0	0	50	63	13004919	1	1
EFNA5	78424	628	21	323468	83569	0	0	0	0	50	35	11489483	1	1
EFR3B	NaN	NaN	NaN	1154719	317099	0	0	0	0	50	99	21810351	1	1
EGFL8	2119974	392	28	410511	118695	0	0	1	0	45	50	11175086	1	1
EGLN2	1187304	275	31	543681	174279	0	0	1	0	50	32	9467615	1	1
EGLN3	163649	564	0	331381	94763	0	0	0	0	50	35	10717676	1	1
EIF1AD	3854361	208	57	241057	58865	0	0	0	0	50	32	11721662	1	1
EIF1AX	262207	NaN	37	218862	46899	0	0	0	0	50	36	10488971	1	1
EIF1AY	0	0	0	219055	46706	0	0	0	0	50	20	11478868	1	1
EIF1B	195546	675	10	164436	40530	0	0	1	0	9	15	2554355	1	1
EIF2C1	973030	273	12	1197951	334083	0	0	0	0	4	4	1204899	1	1
EIF2C2	451419	238	46	1203355	333311	0	0	0	0	2	1	767368	1	1
EIF2C3	966499	282	25	1202197	335048	0	0	0	0	8	11	2936495	1	1
EIF2C4	1098857	273	19	1202969	333697	0	0	0	0	11	12	4528938	1	1
EIF3C	NaN	NaN	NaN	2595078	674535	0	0	0	0	1	0	889923	1	1
EIF3CL	1139917	269	56	2595078	674535	0	0	0	0	0	0	674535	1	1
EIF3H	483437	504	11	504309	126222	0	0	0	0	50	42	10913957	1	1
EIF3I	1460758	218	29	472657	117923	0	0	0	0	50	56	11756016	1	1
EIF5A2	199827	640	26	219055	57707	0	0	0	0	50	38	10386681	1	1
ELANE	2168802	198	28	356471	120625	0	0	0	0	50	67	12240832	1	1
ELK3	267884	525	23	544453	173507	0	0	0	0	17	17	4845072	1	1
ELL	1389540	259	45	851130	255918	0	0	1	0	50	43	11869307	1	1
ELMOD2	125708	752	7	434443	94763	0	0	0	0	50	44	12991023	1	1
ELOF1	1152381	272	31	122555	30301	0	0	0	0	50	30	10622527	1	1
ELOVL3	1041024	187	45	379052	98623	0	0	0	0	50	54	15578188	1	1
ELOVL4	151698	913	-14	446988	111747	0	0	0	0	50	38	10660548	1	1
EME2	1604603	288	36	588071	201685	0	0	0	0	40	38	9379028	1	1
EMG1	2704950	211	47	338715	97851	0	0	0	0	50	67	14421732	1	1
EMID2	653305	280	43	592124	198211	0	0	0	0	50	38	12238709	1	1
EML6	NaN	NaN	NaN	2752566	744015	0	0	0	0	1	0	959403	1	1
EMP1	636324	203	-3	221564	62146	0	0	0	0	50	58	11793458	1	1
EMP3	1478750	217	36	229670	65620	0	0	1	0	50	71	16957173	1	1
EMX1	450159	421	23	381561	128538	0	0	2	0	2	4	814846	1	1
EMX2	130702	632	4	350681	93412	0	0	1	0	11	12	2239379	1	1
EN2	267699	599	-4	437145	145329	0	0	0	0	50	39	10603999	1	1
ENAH	744021	207	2	826812	233916	0	0	0	0	23	20	4847002	1	1
ENDOG	1768145	201	34	389474	133942	0	0	0	0	1	0	283324	1	1
ENHO	843127	370	55	100553	33196	0	0	0	0	50	38	8833224	1	1
ENO1	800628	171	28	612389	168682	0	0	0	0	37	25	8993414	1	1
ENOX2	138723	NaN	23	876992	214423	0	0	0	0	50	27	9493091	1	1
ENTPD2	1951939	202	40	665271	215967	0	0	1	0	50	47	11597563	1	1
ENTPD4	476980	332	37	860973	238548	0	0	2	0	50	35	10402507	1	1
ENY2	135626	732	20	152856	34740	0	0	0	0	50	94	25958114	1	1
EPB49	584373	219	34	579965	161734	0	0	0	0	50	41	11563788	1	1
EPCAM	806315	246	37	449304	116379	0	0	0	0	50	35	11108694	1	1
EPGN	172790	402	18	191649	49215	0	0	1	0	11	11	1843729	1	1
EPHA4	54488	1025	5	1377827	374806	0	0	1	0	2	3	827777	1	1
EPSTI1	109052	417	33	594054	148803	0	0	0	0	3	0	667394	1	1
EPT1	698050	346	36	603318	167910	0	0	0	0	50	56	13081733	1	1
ERAL1	1693126	177	31	605441	177367	0	0	2	0	50	54	10560188	1	1
ERAS	823539	NaN	29	308607	97851	0	0	0	0	50	60	13289208	1	1
EREG	174005	402	7	241443	63111	0	0	0	0	50	35	10073828	1	1
ERGIC2	100875	599	-3	551015	135679	0	0	2	0	4	4	1191003	1	1
ERGIC3	1515751	169	58	563946	143013	0	0	0	0	49	42	11616863	1	1
ERLIN1	1070291	198	25	503344	128345	0	0	0	0	50	54	10648582	1	1
ERMN	78933	837	8	426337	98237	0	0	0	0	50	47	12872328	1	1
ERN1	1464674	379	16	1364124	383298	0	0	0	0	1	12	2385866	1	1
ERP27	341752	426	8	389667	101325	0	0	2	0	6	4	839357	1	1
ERV3	216422	994	-9	818320	232565	0	0	0	0	48	39	11329679	1	1
ERVFRDE1	NaN	NaN	NaN	715451	220792	0	0	0	0	50	99	21714044	1	1
ESAM	168652	622	14	519363	173700	0	0	1	0	50	41	10706675	1	1
ETF1	1202314	205	51	624162	159804	0	0	0	0	50	32	11770877	1	1
ETFDH	171388	429	1	866570	234688	0	0	0	0	32	21	7592041	1	1
ETNK2	557652	370	34	541751	146680	0	0	1	0	9	7	1872100	1	1
EVPLL	NaN	NaN	NaN	428846	118888	0	0	0	0	50	99	21612140	1	1
EXD2	821714	373	39	686887	192614	0	0	0	0	24	10	4945625	1	1
EXOC3L	1109491	150	46	989897	338908	0	0	0	0	13	5	2742530	1	1
EXOC6B	148260	625	-1	1166299	293939	0	0	1	0	50	32	11070480	1	1
EXOSC1	724294	188	40	282359	75463	0	0	0	0	50	51	11837848	1	1
EXOSC3	489340	453	23	376350	112326	0	0	0	0	50	38	9551184	1	1
