Agent names	Target genes
SB-334867	HCRTR2
SB-366791	TRPV1
SB-399885	HTR6
SB-408124	HCRTR1
SB-408124	HCRTR2
SB-415286	GSK3A
SB-415286	GSK3B
SB-415286	RPS6KB1
SB-431542	ACVR1C
SB-431542	TGFBR1
SB-452533	TRPV1
SB-505124	TGFBR1
SB-525334	TGFBR1
SB-590885	BRAF
SB-612111	OPRL1
SB-657510	UTS2R
SB-683698	ITGA4
SB-683698	ITGAV
SB-683698	ITGB1
SB-683698	ITGB7
SB-705498	TRPV1
SB-706375	UTS2R
SB-742457	HTR6
SB-743921	KIF11
SB-747651A	AKT1
SB-747651A	AKT3
SB-747651A	ROCK1
SB-747651A	RPS6KA5
SB-747651A	RPS6KB1
SB-756050	GPBAR1
SB-772077B	ROCK1
SB-772077B	ROCK2
SB-939	HDAC1
SB-939	HDAC10
SB-939	HDAC3
SB-939	HDAC4
SB-939	HDAC5
SB-939	HDAC9
SBE-13	PLK1
SBHA	HDAC1
SBHA	HDAC3
SC-10	PRKCA
SC-12267	IL17A
SC-19220	PTGER1
SC-236	PTGS2
SC-51089	PTGER1
SC-560	PTGS1
SC-9	PRKCA
SCH-202676	CHRM1
SCH-202676	CHRM2
SCH-202676	DRD1
SCH-202676	DRD2
SCH-221510	OPRL1
SCH-23390	DRD1
SCH-23390	DRD5
SCH-23390	HTR2C
SCH-23390	KCNJ4
SCH-23390	KCNJ6
SCH-28080	ATP4A
SCH-51344	NUDT1
SCH-58261	ADORA1
SCH-58261	ADORA2A
SCH-58261	ADORA2B
SCH-58261	ADORA3
SCH-900776	CDK2
SCH-900776	CHEK1
schisandrin-b	ATR
SCMC-Lys	GSTP1
scopolamine-n-oxide	CHRM1
scopolamine-n-oxide	CHRM2
scopolamine-n-oxide	CHRM3
scopolamine-n-oxide	CHRM4
scopolamine-n-oxide	CHRM5
scopolamine-n-oxide	SI
scriptaid	HDAC1
scriptaid	HDAC2
scriptaid	HDAC3
scriptaid	HDAC4
scriptaid	HDAC5
scriptaid	HDAC6
scriptaid	HDAC7
scriptaid	HDAC8
scriptaid	HDAC9
SD-169	MAPK14
SD-208	TGFBR1
SD-2590	MMP1
SD-2590	MMP13
SD-2590	MMP2
SDM25N	OPRD1
SDZ-205-557	HTR3A
SDZ-205-557	HTR3B
SDZ-21009	HTR1A
SDZ-21009	HTR1B
SDZ-220-040	GRIN1
SDZ-220-581	GRIN1
SDZ-NKT-343	TACR1
SDZ-SER-082	HTR2A
SDZ-SER-082	HTR2B
SDZ-SER-082	HTR2C
SDZ-WAG-994	ADORA1
secalciferol	VDR
securinine	GABRA1
selegiline	MAOA
selegiline	MAOB
selexipag	PTGIR
selfotel	GRIN2A
selfotel	GRIN2B
selfotel	GRIN2C
selfotel	GRIN2D
selinexor	XPO1
selumetinib	MAP2K1
semagacestat	PSEN1
semapimod	MAPK14
semaxanib	FGFR1
semaxanib	FLT1
semaxanib	KDR
semaxanib	KIT
semaxanib	PDGFRA
semaxanib	PDGFRB
semaxanib	RET
SEN-1269	APP
senicapoc	KCNN4
seocalcitol	VDR
SEP-227900	DAO
seratrodast	TBXA2R
serdemetan	MDM2
serotonin	DRD1
serotonin	DRD5
serotonin	HTR1A
serotonin	HTR1B
serotonin	HTR1D
serotonin	HTR1E
serotonin	HTR1F
serotonin	HTR2A
serotonin	HTR2B
serotonin	HTR2C
serotonin	HTR3A
serotonin	HTR3B
serotonin	HTR4
serotonin	HTR5A
serotonin	HTR6
serotonin	HTR7
serotonin	SLC36A1
sertindole	ADRA1A
sertindole	ADRA1B
sertindole	ADRA1D
sertindole	DRD2
sertindole	DRD3
sertindole	DRD4
sertindole	HRH1
sertindole	HTR1A
sertindole	HTR1B
sertindole	HTR1D
sertindole	HTR1E
sertindole	HTR1F
sertindole	HTR2A
sertindole	HTR2C
sertindole	HTR6
sertindole	KCNH2
sertraline	SLC6A3
sertraline	SLC6A4
setipiprant	PTGDR2
setiptiline	HRH1
setiptiline	HTR2A
setiptiline	HTR2C
sevoflurane	ATP2C1
sevoflurane	ATP5D
sevoflurane	GABRA1
sevoflurane	GABRA2
sevoflurane	GABRA3
sevoflurane	GABRA4
sevoflurane	GABRA5
sevoflurane	GABRA6
sevoflurane	GABRB1
sevoflurane	GABRB2
sevoflurane	GABRB3
sevoflurane	GABRD
sevoflurane	GABRE
sevoflurane	GABRG1
sevoflurane	GABRG2
sevoflurane	GABRG3
sevoflurane	GABRP
sevoflurane	GABRQ
sevoflurane	GLRA1
sevoflurane	GLRB
sevoflurane	GRIA1
sevoflurane	KCNA1
sevoflurane	KCNK10
sevoflurane	KCNK18
sevoflurane	KCNK2
sevoflurane	KCNK3
sevoflurane	KCNK9
sevoflurane	MT-ND1
SEW-2871	S1PR1
SF-11	MCOLN3
SF-11	NPY2R
SGC-707	PRMT3
SGC-CBP30	CREBBP
SGC-CBP30	EP300
SGI-1027	DNMT1
SGI-1027	DNMT3A
SGI-1027	DNMT3B
SGI-1776	FLT3
SGI-1776	PIM1
SGI-1776	PIM2
SGI-1776	PIM3
SGX523	MET
SHA-68	NPSR1
SHP099	PTPN11
SIB-1553A	CHRNB4
SIB-1757	GRM5
SIB-1893	GRM4
SIB-1893	GRM5
sibutramine	SLC6A2
sibutramine	SLC6A3
sibutramine	SLC6A4
SID-7969543	NR5A1
siguazodan	PDE3A
sildenafil	PDE5A
sildenafil	PDE6G
sildenafil	PDE6H
sildenafil	SLCO1B1
sildenafil	SLCO1B3
silibinin	ALOX5
silodosin	ADRA1A
silodosin	ADRA1B
silodosin	ADRA1D
simeprevir	CYP1A2
simeprevir	CYP3A4
simvastatin	HMGCR
simvastatin	ITGB2
sinefungin	CARM1
sipatrigine	CACNA1D
sipatrigine	SCN10A
sipatrigine	SCN1A
sipatrigine	SCN3A
sipatrigine	SCN4A
sipatrigine	SCN5A
sipatrigine	SCN9A
siponimod	S1PR1
siramesine	ADRA1A
siramesine	ADRA1B
siramesine	ADRA1D
sirolimus	FGF2
sirolimus	FKBP1A
sirolimus	MTOR
SirReal-2	SIRT2
sirtinol	SIRT1
sirtinol	SIRT2
SIS3	SMAD3
SIS3	TGFBR1
S-Isopropylisothiourea	NOS3
sitagliptin	DPP4
sitaxentan	EDNRA
sivelestat	CELA1
sivelestat	ELANE
SJ-172550	MDM4
SK&F-10047-(+)	SIGMAR1
SKA-31	KCNN4
skepinone-l	MAPK14
SKF-38393	CALY
SKF-38393	DRD1
SKF-38393	DRD5
SKF-77434	DRD1
SKF-81297	DRD1
SKF-81297	DRD5
SKF-83566	DRD1
SKF-83566	DRD5
SKF-86002	ALOX5
SKF-86002	MAPK14
SKF-89976A	SLC6A1
SKF-91488	HNMT
SKF-96365	CYP3A4
SKF-96365	PKD2
SKF-96365	TRPC1
SKF-96365	TRPC3
SKF-96365	TRPC4
SKF-96365	TRPC5
SKF-96365	TRPV2
SKI-II	SPHK1
SKLB1002	KDR
SLV-319-(+/-)	CNR1
SLV-319-(+/-)	DRD2
SLV-319-(+/-)	HTR1A
SLV-320	ADORA1
SLV-320	ADORA2A
SLV-320	ADORA2B
SLV-320	ADORA3
SM-164	BIRC2
SM-164	BIRC3
SM-164	XIAP
SM-21	PGRMC1
SMER-28	SNCA
S-methylcysteine	CTSD
S-methylcysteine	MGMT
SMI-4a	PIM1
SN-2	MCOLN3
SN-38	TOP1
SNAP	PTPN1
SNAP-5089	ADRA1A
SNAP-5089	ADRA1B
SNAP-5089	ADRA1D
SNAP-5089	ADRA2A
SNAP-5089	ADRA2B
SNAP-5089	ADRA2C
SNAP-5089	CACNA1C
SNAP-5089	CACNA1D
SNAP-94847	ADRA1A
SNAP-94847	DRD2
SNC-80	OPRD1
SNG-1153	ESR1
S-Nitrosoglutathione	PTPN1
SNS-314	AURKA
SNS-314	AURKB
SNS-314	AURKC
SNX-5422	HSP90AA1
sobetirome	THRA
sobetirome	THRB
sodium-butyrate	BCHE
sodium-butyrate	FFAR2
sodium-butyrate	FFAR3
sodium-butyrate	HDAC1
sodium-butyrate	HDAC2
sodium-butyrate	HDAC3
sodium-butyrate	HDAC8
sodium-dodecyl-sulfate	ALB
sodium-dodecyl-sulfate	LYZ
sodium-monofluorophosphate	PYGM
sodium-oxybate	GABRB1
sodium-oxybate	HCAR1
sodium-oxybate	SLC52A2
sodium-salicylate	ASIC3
sodium-salicylate	PTGS1
sodium-salicylate	PTGS2
sodium-stibogluconate	PTPN6
sodium-stibogluconate	TOP1
sodium-tetradecyl-sulfate	PROC
sodium-tetradecyl-sulfate	PROS1
sofalcone	CBR1
solcitinib	JAK1
solifenacin-succinate	CHRM1
solifenacin-succinate	CHRM2
solifenacin-succinate	CHRM3
solifenacin-succinate	CHRM4
solifenacin-succinate	CHRM5
somatostatin	OPRD1
somatostatin	OPRM1
somatostatin	SSTR1
somatostatin	SSTR2
somatostatin	SSTR3
somatostatin	SSTR4
somatostatin	SSTR5
sonidegib	SMO
sorafenib	BRAF
sorafenib	DDR2
sorafenib	FGFR1
sorafenib	FLT1
sorafenib	FLT3
sorafenib	FLT4
sorafenib	KDR
sorafenib	KIT
sorafenib	PDGFRB
sorafenib	RAF1
sorafenib	RET
sorbinil	AKR1B1
sotagliflozin	SLC5A1
sotagliflozin	SLC5A2
sotalol	ADRB1
sotalol	ADRB2
sotalol	KCNH2
sotrastaurin	PRKCA
sotrastaurin	PRKCB
sotrastaurin	PRKCD
sotrastaurin	PRKCE
sotrastaurin	PRKCH
sotrastaurin	PRKCQ
SP-100030	JUN
SP-100030	NFKB1
SP-141	MDM2
spaglumic-acid	GRM3
sparfloxacin	TOP2A
sparfosate	CA2
sparfosate	CA4
sparfosate	CAD
spautin-1	USP10
spautin-1	USP13
spermidine	KCNJ4
spermidine	TXNRD1
spermine	CA14
spermine	CA4
spermine	CA6
spermine	CA9
spermine	CASR
spermine	GRIN1
spermine	GRIN2A
spermine	KCNJ4
spermine	ODC1
spermine	SMOX
spermine	SMS
spermine	TRPM4
spermine	TRPM5
sphingosylphosphorylcholine	GPR12
spiperone	ADRA1A
spiperone	ADRA1B
spiperone	ADRA1D
spiperone	DRD1
spiperone	DRD2
spiperone	DRD3
spiperone	DRD4
spiperone	DRD5
spiperone	HTR1A
spiperone	HTR1D
spiperone	HTR2A
spiperone	HTR2B
spiperone	HTR2C
spiperone	HTR6
spiperone	HTR7
spiradoline	OPRK1
spironolactone	AR
spironolactone	CACNA1A
spironolactone	CACNA1B
spironolactone	CACNA1C
spironolactone	CACNA1D
spironolactone	CACNA1F
spironolactone	CACNA1G
spironolactone	CACNA1H
spironolactone	CACNA1I
spironolactone	CACNA1S
spironolactone	CACNA2D1
spironolactone	CACNA2D2
spironolactone	CACNA2D3
spironolactone	CACNB1
spironolactone	CACNB2
spironolactone	CACNB3
spironolactone	CACNB4
spironolactone	CACNG1
spironolactone	CYP11B2
spironolactone	NR3C1
spironolactone	NR3C2
spironolactone	PGR
spironolactone	SHBG
spiroxatrine	ADRA1A
spiroxatrine	ADRA1B
spiroxatrine	ADRA1D
spiroxatrine	ADRA2A
spiroxatrine	ADRA2B
spiroxatrine	ADRA2C
spiroxatrine	HTR1A
spiroxatrine	HTR2B
splitomycin	SIRT1
SPP301	EDNRA
SPP-86	RET
SQ-109	FDFT1
SQ-22536	ADCY1
SR-1078	RORA
SR-1078	RORC
SR-140333	TACR1
SR-1664	PPARG
SR-2211	RORC
SR-2640	CYSLTR1
SR-27897	CCKAR
SR-3306	MAPK10
SR-3306	MAPK8
SR-3306	MAPK9
SR-3576	MAPK10
SR-3677	ROCK2
SR-57227A	HTR3A
SR-59230A	ADRB1
SR-59230A	ADRB2
SR-59230A	ADRB3
SR-95639A	CHRM1
SRC-kinase-inhibitor-I	CSK
SRC-kinase-inhibitor-I	LCK
SRC-kinase-inhibitor-I	RIPK2
SRPIN340	SRPK1
SRPIN340	SRPK2
SRT1720	SIRT1
SRT2104	SIRT1
SSR-180711	CHRNA7
ST-2825	MYD88
STA-5326	IL12A
stanozolol	AR
STAT3-inhibitor-VI	STAT3
stemregenin-1	AHR
STF-083010	ERN1
STF-118804	NAMPT
STF-31	NAMPT
STF-31	SLC2A1
stiripentol	GABRA3
stobadine	ADRA1A
streptozotocin	SLC2A2
strontium-ranelate	CASR
strychnine	CHRM1
strychnine	CHRM2
strychnine	CHRM3
strychnine	CHRM4
strychnine	CHRM5
strychnine	CHRNA10
strychnine	CHRNA9
strychnine	GLRA1
strychnine	GLRA2
strychnine	GLRA3
strychnine	GLRB
SU014813	KDR
SU-11274	MET
SU-16f	PDGFRB
SU3327	MAPK8
SU-4312	KDR
SU-4312	PDGFRB
SU9516	CDK1
SU9516	CDK2
SU9516	CDK4
SU9516	CDK5
substance-p	TACR1
substance-p	TACR2
substance-p	TACR3
succinic-acid	ALDH5A1
succinic-acid	ASPH
succinic-acid	BBOX1
succinic-acid	HSD17B6
succinic-acid	OXCT1
succinic-acid	OXCT2
succinic-acid	P3H1
succinic-acid	P3H2
succinic-acid	P3H3
succinic-acid	P4HA1
succinic-acid	P4HA2
succinic-acid	PLOD1
succinic-acid	PLOD3
succinic-acid	SDHA
succinic-acid	SDHB
succinic-acid	SDHC
succinic-acid	SDHD
succinic-acid	SLC13A1
succinic-acid	SLC13A2
succinic-acid	SLC13A3
succinic-acid	SLC25A10
succinic-acid	SUCLA2
succinic-acid	SUCLG1
succinic-acid	SUCLG2
succinic-acid	SUCNR1
succinic-acid	TMLHE
succinylcholine-chloride	CHRFAM7A
succinylcholine-chloride	CHRM1
succinylcholine-chloride	CHRM2
succinylcholine-chloride	CHRM3
succinylcholine-chloride	CHRNA1
succinylcholine-chloride	CHRNA10
succinylsulfathiazole	DHFR
sucralfate	EGF
sucralfate	FGA
sucralfate	FGB
sucralfate	FGF2
sucralfate	FGG
sucrose	ACTA1
sucrose	ATOX1
sucrose	C22orf28
sucrose	LYZ
sufentanil	OPRD1
sufentanil	OPRK1
sufentanil	OPRM1
sulfameter	DHFR
sulfanilamide	CYP2C19
sulfanilamide	CYP2C9
sulfanilamide	CYP2D6
sulfanilamide	CYP2E1
sulfanilamide	CYP3A4
sulfaphenazole	DHPS
sulfasalazine	ACAT1
sulfasalazine	ALOX5
sulfasalazine	CHUK
sulfasalazine	IKBKB
sulfasalazine	PLA2G1B
sulfasalazine	PPARG
sulfasalazine	PTGS1
sulfasalazine	PTGS2
sulfasalazine	SLC46A1
sulfasalazine	SLC7A11
sulfasalazine	TBXAS1
sulfinpyrazone	ABCC1
sulfinpyrazone	ABCC2
sulfinpyrazone	FPR1
sulfinpyrazone	SLC22A12
sulforaphane	NFE2L2
sulindac	AKR1B1
sulindac	MAPK3
sulindac	PPARD
sulindac	PTGDR2
sulindac	PTGS1
sulindac	PTGS2
sulmetozine	GAST
sumanirole	DRD2
sumatriptan	HTR1A
sumatriptan	HTR1B
sumatriptan	HTR1D
sumatriptan	HTR1E
sumatriptan	HTR1F
sumatriptan	HTR5A
sumatriptan	HTR6
sumatriptan	HTR7
SUN-11602	FGFR1
SUN-B-8155	CALCR
sunitinib	CSF1R
sunitinib	FGFR1
sunitinib	FLT1
sunitinib	FLT3
sunitinib	FLT4
sunitinib	KDR
sunitinib	KIT
sunitinib	PDGFRA
sunitinib	PDGFRB
sunitinib	RET
suprofen	PTGS1
suprofen	PTGS2
suramin	F2
suramin	FSHR
suramin	P2RY1
suramin	P2RY11
suramin	P2RY13
suramin	P2RY2
suramin	PLA2G2A
suramin	RYR1
suramin	RYR2
suramin	SIRT5
suritozole	GABBR1
suvorexant	HCRTR1
suvorexant	HCRTR2
swainsonine	MAN2A1
SX-011	MAPK14
SYM-2081	GRIK1
SYM-2081	GRIK2
SYM-2081	GRIK3
SYM-2081	GRIK4
SYM-2081	GRIK5
SYM-2081	SLC1A2
SYM-2206	GRIA1
SYM-2206	GRIA2
SYM-2206	GRIA3
SYM-2206	GRIA4
synephrine	ADRA1A
T-0070907	PPARG
T-0156	PDE5A
T-0901317	NCOA1
T-0901317	NCOA2
T-0901317	NR1H2
T-0901317	NR1H3
T-0901317	NR1I2
T-0901317	RXRB
T-5224	JUN
T-5601640	LIMK2
T-62	ADORA2A
TA-01	CSNK1D
TA-01	CSNK1E
TA-01	MAPK14
tabimorelin	GHSR
tacalcitol	VDR
tacedinaline	HDAC1
tacrine	ACHE
tacrine	BCHE
tacrolimus	FKBP1A
tadalafil	PDE11A
tadalafil	PDE5A
tafamidis-meglumine	TTR
tagatose	PYGL
TAK-063	PDE10A
TAK-220	CCR5
TAK-285	ERBB2
TAK-593	PDGFRA
TAK-632	BRAF
TAK-715	MAPK14
TAK-733	MAP2K1
TAK-875	FFAR1
TAK-901	AURKB
TAK-960	PLK1
talabostat	DPP4
taladegib	DHH
taladegib	IHH
taladegib	SMO
talampanel	GRIA1
talampanel	GRIA2
talampanel	GRIA3
talampanel	GRIA4
talarozole	CYP26A1
talazoparib	PARP2
talinolol	ADRB1
talipexole	ADRA2A
talipexole	DRD2
talipexole	HTR3A
talmapimod	MAPK11
talmapimod	MAPK14
talnetant	TACR2
talnetant	TACR3
talniflumate	CLCA1
talopram	SLC6A2
taltirelin	TRHR
tamibarotene	RARA
tamibarotene	RARB
tamoxifen	EBP
tamoxifen	ESR1
tamoxifen	ESR2
tamoxifen	GPER1
tamoxifen	PRKCA
tamoxifen	PRKCB
tamoxifen	PRKCD
tamoxifen	PRKCE
tamoxifen	PRKCG
tamoxifen	PRKCI
tamoxifen	PRKCQ
tamoxifen	PRKCZ
tamsulosin	ADRA1A
tamsulosin	ADRA1B
tamsulosin	ADRA1D
tanaproget	PGR
tandospirone	HTR1A
tandutinib	CSF1R
tandutinib	FLT3
tandutinib	KIT
tandutinib	PDGFD
tandutinib	PDGFRB
tanespimycin	HSP90AA1
tannic-acid	ANO1
tanshinone-i	IFNG
tanshinone-iia	IL1B
tanshinone-iia	NR1I2
tanshinone-iia	TNF
tapentadol	HTR3A
tapentadol	OPRD1
tapentadol	OPRK1
tapentadol	OPRM1
tapentadol	SLC6A2
tapentadol	SLC6A4
taprenepag	PTGER2
tarafenacin	CHRM3
taranabant	CNR1
targinine	NOS3
tariquidar	ABCB1
tartaric-acid	ATP6V1C1
tartaric-acid	B3GAT1
tartaric-acid	DDX6
tartaric-acid	HIF1AN
tartaric-acid	TREM1
TAS-103	TOP1
taselisib	PIK3CA
tasimelteon	MTNR1A
tasimelteon	MTNR1B
tasquinimod	HDAC4
taurocholate	CEL
taurocholate	FABP6
taurocholate	SLCO1C1
taxifolin	ADIPOR2
tazarotene	RARA
tazarotene	RARB
tazarotene	RARG
tazarotene	RXRB
tazemetostat	EZH2
TBOA-(DL)	SLC1A1
TBOA-(DL)	SLC1A2
TBOA-(DL)	SLC1A3
TBOA-(DL)	SLC1A6
TBOA-(DL)	SLC1A7
TC1	BACE1
TC2559	CHRNA4
TC-A-2317	AURKA
TC-ASK-10	MAP3K5
TC-ASK-10	MAP3K6
TC-E-5002	KDM2A
TC-E-5002	KDM4A
TC-E-5002	KDM4C
TC-E-5002	KDM5A
TC-E-5002	KDM6A
TC-E-5002	KDM7A
TC-E-5002	PHF8
TC-E-5006	APP
TC-F-2	FAAH
TC-FPR-43	FPR2
TC-G-1000	ADRA2A
TC-G-1000	ADRA2B
TC-G-1000	ADRA2C
TC-G-1004	ADORA2A
TC-G-1005	GPBAR1
TC-G-1008	GPR39
TC-H-106	HDAC1
TC-H-106	HDAC2
TC-H-106	HDAC3
TC-H-106	HDAC8
TC-I-15	ITGA2
TC-I-15	ITGB1
TC-I-2000	TRPM8
TC-I-2014	TRPM8
TC-LPA5-4	LPAR5
TC-Mps1-12	TTK
TC-N-1752	SCN9A
TCN201	GRIN2A
TCN-238	GRM4
TC-NTR1-17	NTSR1
TC-O-9311	GPR139
TC-OT-39	AVPR1A
TC-OT-39	OXT
TCS2002	GSK3B
TCS-21311	JAK3
TCS-2314	ITGA4
TCS-2314	ITGB1
TCS-3035	GPR35
TCS-359	FLT3
TCS-5861528	TRPA1
TC-S-7003	LCK
TC-S-7004	DYRK1A
TC-S-7004	DYRK1B
TC-S-7005	PLK2
TC-S-7006	MAP3K8
TC-S-7009	EPAS1
TCS-HDAC6-20b	HDAC6
TCS-OX2-29	HCRTR2
TC-SP-14	S1PR1
TCS-PIM-1-1	PIM1
tebipenem	CNR1
tecalcet	CASR
tecastemizole	KCNH2
tegaserod	HTR2A
tegaserod	HTR2B
tegaserod	HTR2C
tegaserod	HTR4
Teijin-compound-1	CCR2
telaprevir	CTSA
telaprevir	PGR
telatinib	KDR
telbivudine	TK2
telcagepant	CALCRL
telcagepant	RAMP1
telenzepine	CHRM1
telithromycin	CYP1A2
telithromycin	CYP2D6
telithromycin	CYP3A4
telithromycin	CYP3A5
telithromycin	CYP3A7
telmisartan	AGTR1
telmisartan	PPARG
telotristat	TPH1
telotristat-ethyl	TPH1
temazepam	GABRA1
temazepam	GABRA2
temazepam	GABRA3
temazepam	GABRA4
temazepam	GABRA5
temazepam	GABRA6
temazepam	GABRB1
temazepam	GABRB2
temazepam	GABRB3
temazepam	GABRD
temazepam	GABRE
temazepam	GABRG1
temazepam	GABRG2
temazepam	GABRG3
temazepam	GABRP
temazepam	GABRQ
temazepam	GABRR1
temazepam	GABRR2
temazepam	GABRR3
temazepam	TSPO
temocapril	ACE
temozolomide	MGMT
temsirolimus	MTOR
tenatoprazole	IDO1
teneligliptin	DPP4
tenidap	KCNJ4
tenidap	PTGS1
teniposide	TOP2A
teniposide	TOP2B
tenofovir-disoproxil	CYP1A2
tenovin-1	SIRT1
tenovin-6	SIRT1
tenovin-6	SIRT2
tenovin-6	SIRT3
tenoxicam	PTGS1
tenoxicam	PTGS2
tepoxalin	ALOX5
TEPP-46	PKM
terameprocol	BIRC5
terameprocol	CDK1
terazosin	ADRA1A
terazosin	ADRA1B
terazosin	ADRA1D
terazosin	KCNH2
terazosin	KCNH6
terazosin	KCNH7
terbinafine	SQLE
terbutaline	ADRB2
terfenadine	CHRM1
terfenadine	CHRM2
terfenadine	CHRM3
terfenadine	CHRM4
terfenadine	CHRM5
terfenadine	HRH1
terfenadine	KCNH1
terfenadine	KCNH2
terguride	ADRA1A
terguride	ADRA2A
terguride	ADRA2B
terguride	ADRA2C
terguride	DRD2
terguride	DRD3
terguride	DRD4
terguride	HTR1A
terguride	HTR1B
terguride	HTR1D
terguride	HTR2A
terguride	HTR2B
terguride	HTR2C
teriflunomide	DHODH
terlipressin	AVPR1A
terlipressin	AVPR1B
terlipressin	AVPR2
terreic-acid-(-)	BTK
terutroban	TBXA2R
tesaglitazar	PPARA
tesaglitazar	PPARG
testolactone	CYP19A1
testosterone	AR
testosterone-enanthate	AR
testosterone-propionate	AR
testosterone-undecanoate	AR
tetrabenazine	DRD2
tetrabenazine	SLC18A1
tetrabenazine	SLC18A2
tetracaine	SCN10A
tetracaine	SCN11A
tetracaine	SCN1A
tetracaine	SCN2A
tetracaine	SCN3A
tetracaine	SCN4A
tetracaine	SCN5A
tetracaine	SCN7A
tetracaine	SCN8A
tetracaine	SCN9A
tetracycline	PRNP
tetraethylenepentamine	SOD1
tetraethylenepentamine	SOD2
tetrahydrofolic-acid	ALDH1L1
tetrahydrofolic-acid	AMT
tetrahydrofolic-acid	ATIC
tetrahydrofolic-acid	FOLR2
tetrahydrofolic-acid	FTCD
tetrahydrofolic-acid	MTFMT
tetrahydrofolic-acid	MTHFD1
tetrahydrofolic-acid	MTHFD2
tetrahydrofolic-acid	MTHFR
tetrahydrofolic-acid	MTR
tetrahydrofolic-acid	SHMT1
tetrahydrofolic-acid	SHMT2
tetrahydrouridine	CDA
tetrandrine	SLC6A3
tetrazol-5-yl-glycine-(RS)	GRIN1
tetrazol-5-yl-glycine-(RS)	GRIN2A
tetrazol-5-yl-glycine-(RS)	GRIN2B
tetrazol-5-yl-glycine-(RS)	GRIN2C
tetrazol-5-yl-glycine-(RS)	GRIN2D
tetrindole	MAOA
TFC-007	HPGDS
TG-003	CLK1
TG-003	CLK4
TG-003	DYRK1A
TG-003	DYRK1B
TG-02	CDK1
TG-02	CDK2
TG-02	CDK7
TG-02	CDK9
TG-02	FLT3
TG-02	JAK2
TG100-115	PIK3CA
TG100-115	PIK3CB
TG100-115	PIK3CD
TG100-115	PIK3CG
TG-100572	KDR
TG-100572	SRC
TG-100801	FGFR1
TG-100801	FLT1
TG-100801	KDR
TG-100801	SRC
TG-101209	JAK2
TG-101209	JAK3
TG-101348	BRD4
TG-101348	JAK1
TG-101348	JAK2
TG-101348	JAK3
TG-101348	TYK2
TGX-221	PIK3CB
TGX-221	PIK3CD
TH588	NUDT1
thalidomide	CRBN
thalidomide	FGFR2
thalidomide	NFKB1
thalidomide	ORM1
thalidomide	ORM2
thalidomide	PTGS2
thalidomide	TNF
theobromine	ADORA1
theobromine	ADORA2A
theobromine	PDE4B
thiamet-g	MGEA5
thiamine	SLC19A2
thiamine	SLC19A3
thiamine	TPK1
thiamylal	GABRA1
thiamylal	KCNJ11
thiamylal	KCNJ8
thiethylperazine	DRD1
thiethylperazine	DRD2
thiethylperazine	DRD4
thiocolchicoside	GABRA1
thiocolchicoside	GABRB2
thiocolchicoside	GABRG2
thiocolchicoside	GLRA1
thiocolchicoside	GLRB
thioctic-acid	ACHE
thioctic-acid	LIAS
thioctic-acid	LIPT1
thioctic-acid	PTGS2
thioctic-acid	SLC5A6
thioguanine	IMPDH1
thioguanine	IMPDH2
thiomersal	OXCT1
thiopental	CHRNA4
thiopental	CHRNA7
thiopental	FAAH
thiopental	GABRA1
thiopental	GABRA2
thiopental	GABRA3
thiopental	GABRA4
thiopental	GABRA5
thiopental	GABRA6
thiopental	GRIA2
thiopental	GRIK2
thioperamide	HRH3
thioperamide	HRH4
thioproperazine	ADRA1A
thioproperazine	ADRA1B
thioproperazine	DRD1
thioproperazine	DRD2
thioproperazine	HTR1A
thioproperazine	HTR2A
thioridazine	ADRA1A
thioridazine	ADRA1B
thioridazine	DRD1
thioridazine	DRD2
thioridazine	DRD3
thioridazine	DRD4
thioridazine	DRD5
thioridazine	HRH1
thioridazine	HTR1A
thioridazine	HTR2A
thioridazine	HTR2C
thioridazine	HTR6
thioridazine	HTR7
thioridazine	KCNH2
thiorphan	MME
thiostrepton	FOXM1
thiotepa	CYP2B6
thiotepa	CYP3A4
thiothixene	DRD1
thiothixene	DRD2
thiothixene	HRH1
thiothixene	HTR2A
thiram	JAK2
thymol	TRPA1
THZ1	CDK7
THZ1-R	CDK7
THZ2	CDK7
tiagabine	SLC6A1
tianeptine	OPRD1
tianeptine	OPRK1
tianeptine	OPRM1
tiapride	DRD2
tiapride	DRD3
tiaprofenic-acid	PTGS1
tiaprofenic-acid	PTGS2
tibolone	ESR1
TIC10	AKT1
TIC10	MAPK1
ticagrelor	P2RY12
ticlopidine	P2RY12
tideglusib	GSK3B
tie2-kinase-inhibitor	KDR
tie2-kinase-inhibitor	MAPK14
tienilic-acid	CYP2C9
tienilic-acid	SLC12A1
tifenazoxide	ABCC8
tifenazoxide	KCNJ11
tiludronate	ATP6V1A
tiludronate	MMP2
tiludronate	PTPN1
timofibrate	LPL
timolol	ADRB1
timolol	ADRB2
timonacic	ANXA5
tioconazole	CYP51A1
tiotidine	HRH2
tiotropium	CHRM1
tiotropium	CHRM2
tiotropium	CHRM3
tioxolone	CA2
tipifarnib	FNTA
tipifarnib	FNTB
tipiracil	TYMP
tiplaxtinin	SERPINE1
tiprenolol	ADRB1
tiprenolol	ADRB2
tiprenolol	ADRB3
tiracizine	SCN5A
tiratricol	THRA
tiratricol	THRB
tirofiban	ITGA2B
tirofiban	ITGB3
tivantinib	MET
tivozanib	FLT1
tivozanib	FLT4
tivozanib	KDR
tivozanib	KIT
tivozanib	PDGFRA
tivozanib	PDGFRB
tizanidine	ADRA2A
