ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0008154	GO:0008154	actin polymerization or depolymerization	15/461	203/17653	0.000297947615491041	0.00240508770603243	0.00173213800925759	CCR7/HCLS1/WAS/RHOH/RAC2/PLEK/ARPC1B/HCK/NCKAP1L/PYCARD/CORO1A/CAPG/RHOG/ABI2/PRKCD	15
GO:0045670	GO:0045670	regulation of osteoclast differentiation	8/461	66/17653	0.00030998981954637	0.0024978968763095	0.001798978936115	LILRB3/TYROBP/MAFB/LILRB4/LILRB1/CEBPB/GPR55/CCL3	8
GO:0001866	GO:0001866	NK T cell proliferation	3/461	6/17653	0.000333692464178873	0.00263789646251747	0.00189980627972618	RASAL3/IL15/IL18	3
GO:0001915	GO:0001915	negative regulation of T cell mediated cytotoxicity	3/461	6/17653	0.000333692464178873	0.00263789646251747	0.00189980627972618	IL7R/PTPRC/LILRB1	3
GO:0002924	GO:0002924	negative regulation of humoral immune response mediated by circulating immunoglobulin	3/461	6/17653	0.000333692464178873	0.00263789646251747	0.00189980627972618	PTPN6/CR1/C4BPB	3
GO:0043305	GO:0043305	negative regulation of mast cell degranulation	3/461	6/17653	0.000333692464178873	0.00263789646251747	0.00189980627972618	LGALS9/CD84/CD300A	3
GO:0045349	GO:0045349	interferon-alpha biosynthetic process	3/461	6/17653	0.000333692464178873	0.00263789646251747	0.00189980627972618	TLR8/IL10/TLR7	3
GO:0045354	GO:0045354	regulation of interferon-alpha biosynthetic process	3/461	6/17653	0.000333692464178873	0.00263789646251747	0.00189980627972618	TLR8/IL10/TLR7	3
GO:0070339	GO:0070339	response to bacterial lipopeptide	3/461	6/17653	0.000333692464178873	0.00263789646251747	0.00189980627972618	TLR2/TLR1/CD14	3
GO:0071220	GO:0071220	cellular response to bacterial lipoprotein	3/461	6/17653	0.000333692464178873	0.00263789646251747	0.00189980627972618	TLR2/TLR1/CD14	3
GO:0071221	GO:0071221	cellular response to bacterial lipopeptide	3/461	6/17653	0.000333692464178873	0.00263789646251747	0.00189980627972618	TLR2/TLR1/CD14	3
GO:2000110	GO:2000110	negative regulation of macrophage apoptotic process	3/461	6/17653	0.000333692464178873	0.00263789646251747	0.00189980627972618	CCL5/CCR5/NOD2	3
GO:2000503	GO:2000503	positive regulation of natural killer cell chemotaxis	3/461	6/17653	0.000333692464178873	0.00263789646251747	0.00189980627972618	CCL5/CCL4/CCL3	3
GO:0002719	GO:0002719	negative regulation of cytokine production involved in immune response	5/461	24/17653	0.000334962719974436	0.00264338050100308	0.00190375587020528	CD96/FOXP3/IL10/LILRB1/TGFB1	5
GO:0002200	GO:0002200	somatic diversification of immune receptors	8/461	67/17653	0.000344118032948634	0.00270631420423583	0.00194908056217363	FOXP3/IL10/CD28/CD40LG/BATF/TNFSF13/CD40/TGFB1	8
GO:0042531	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	8/461	67/17653	0.000344118032948634	0.00270631420423583	0.00194908056217363	CCL5/HCLS1/IL15/CSF1R/IGF1/FLT3/IL18/CD40	8
GO:1903707	GO:1903707	negative regulation of hemopoiesis	12/461	142/17653	0.000353765529324393	0.00277742286293209	0.00200029283614027	GPR171/C1QC/CTLA4/CD74/LILRB3/FOXP3/MAFB/LILRB4/LILRB1/IL4R/GPR55/CCL3	12
GO:0007584	GO:0007584	response to nutrient	15/461	207/17653	0.000367045892416938	0.0028767613961225	0.00207183619345377	CD3E/CD4/ACSL1/KYNU/IL15/PPARG/NOD2/FOLR2/CYBB/C2/CYBA/VDR/CD40/TGFB1/P2RX4	15
GO:0035589	GO:0035589	G-protein coupled purinergic nucleotide receptor signaling pathway	4/461	14/17653	0.000373151223276162	0.00290475103348252	0.00209199425863161	GPR171/P2RY10/P2RY8/PTAFR	4
GO:0070669	GO:0070669	response to interleukin-2	4/461	14/17653	0.000373151223276162	0.00290475103348252	0.00209199425863161	IL2RG/IL2RB/SYK/IL2RA	4
GO:0070672	GO:0070672	response to interleukin-15	4/461	14/17653	0.000373151223276162	0.00290475103348252	0.00209199425863161	IL2RG/IL2RB/CD4/IL15	4
GO:0090196	GO:0090196	regulation of chemokine secretion	4/461	14/17653	0.000373151223276162	0.00290475103348252	0.00209199425863161	ALOX15B/CSF1R/PYCARD/IL4R	4
GO:0110053	GO:0110053	regulation of actin filament organization	17/461	254/17653	0.000388166502111456	0.00301651425793394	0.00217248584678615	CCR7/HCLS1/WAS/RHOH/RAC2/PLEK/PTGER4/ARPC1B/HCK/NCKAP1L/PYCARD/CORO1A/GPR65/CAPG/RHOG/ABI2/PRKCD	17
GO:0046330	GO:0046330	positive regulation of JNK cascade	11/461	124/17653	0.00040836369515055	0.00316810074833379	0.00228165804913577	CCR7/SLAMF1/CD27/FGD2/MAP4K1/CD40LG/PYCARD/NOD2/SYK/NCF1/TRPV4	11
GO:0016485	GO:0016485	protein processing	20/461	329/17653	0.000432949157722905	0.00335316197324243	0.00241493866958882	C1QB/C1QC/C1QA/GZMH/C3AR1/CTSS/C5AR1/SRGN/RHBDF2/C5AR2/PYCARD/LGMN/ST14/C2/NLRC4/CPM/CR1/CD55/C4BPB/CTSZ	20
GO:0034612	GO:0034612	response to tumor necrosis factor	19/461	305/17653	0.000443382626444184	0.00342817764291161	0.00246896476285685	CD27/CCL5/LTB/CCL23/CCL4/CD40LG/TNFRSF1B/TNFSF8/TNFSF13/PYCARD/SYK/CYBA/TNFRSF8/CCL22/CD40/MAP4K3/CD14/CCL3/TNFRSF10A	19
GO:0031334	GO:0031334	positive regulation of protein complex assembly	17/461	257/17653	0.000444204540047158	0.00342875053218219	0.00246937735624302	CCR7/WAS/LCP1/RHOH/RAC2/PLEK/ARPC1B/HCK/JCHAIN/NCKAP1L/PYCARD/CORO1A/RHOG/GBP5/TGFB1/ABI2/IRF8	17
GO:0051224	GO:0051224	negative regulation of protein transport	13/461	167/17653	0.000452416086049334	0.00348626513367428	0.00251079922500975	TLR8/PTPN22/FOXP3/KCNE1/IL10/PTGER4/SRGN/RHBDF2/C5AR2/LILRB1/UCP2/NLRP3/PIM3	13
GO:0030225	GO:0030225	macrophage differentiation	6/461	39/17653	0.000482011242920576	0.0037080898469645	0.00267055681568677	C1QC/HCLS1/SPI1/TLR2/CSF1R/CEBPE	6
GO:0030449	GO:0030449	regulation of complement activation	10/461	107/17653	0.000490593378476435	0.00376779001727714	0.00271355272552336	C1QB/C1QC/C1QA/C3AR1/C5AR1/C5AR2/C2/CR1/CD55/C4BPB	10
GO:0032647	GO:0032647	regulation of interferon-alpha production	5/461	26/17653	0.000496569663181426	0.00377706861636463	0.0027202351488345	TLR8/IL10/HAVCR2/TLR7/IRF5	5
GO:0032814	GO:0032814	regulation of natural killer cell activation	5/461	26/17653	0.000496569663181426	0.00377706861636463	0.0027202351488345	ZNF683/PTPN22/IL15/HAVCR2/IL18	5
GO:0035025	GO:0035025	positive regulation of Rho protein signal transduction	5/461	26/17653	0.000496569663181426	0.00377706861636463	0.0027202351488345	P2RY10/P2RY8/GPR18/GPR65/GPR55	5
GO:0042104	GO:0042104	positive regulation of activated T cell proliferation	5/461	26/17653	0.000496569663181426	0.00377706861636463	0.0027202351488345	IL12RB1/IGF1/PYCARD/IL18/IL2RA	5
GO:1905521	GO:1905521	regulation of macrophage migration	5/461	26/17653	0.000496569663181426	0.00377706861636463	0.0027202351488345	CCL5/C3AR1/CMKLR1/C5AR1/TRPV4	5
GO:0002827	GO:0002827	positive regulation of T-helper 1 type immune response	4/461	15/17653	0.000498391823969597	0.00377706861636463	0.0027202351488345	IL12RB1/CD80/CCR2/SLC11A1	4
GO:0032645	GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production	4/461	15/17653	0.000498391823969597	0.00377706861636463	0.0027202351488345	CD80/CD84/SYK/IL18	4
GO:0050765	GO:0050765	negative regulation of phagocytosis	4/461	15/17653	0.000498391823969597	0.00377706861636463	0.0027202351488345	CD300LF/TLR2/TGFB1/CD300A	4
GO:0002831	GO:0002831	regulation of response to biotic stimulus	11/461	127/17653	0.000500941688901668	0.00379012812477582	0.00272964057336205	IL12RB1/CRTAM/IL27/IL15/HAVCR2/LILRB1/PYCARD/IL2RA/CYBA/CD55/LY86	11
GO:0051928	GO:0051928	positive regulation of calcium ion transport	10/461	108/17653	0.000528315428801619	0.00398408921226221	0.00286933085206142	CCL5/ARRB2/CD4/CCL4/TRPV2/CXCL9/P2RX4/STAC3/CCL3/PLCG2	10
GO:2000257	GO:2000257	regulation of protein activation cascade	10/461	108/17653	0.000528315428801619	0.00398408921226221	0.00286933085206142	C1QB/C1QC/C1QA/C3AR1/C5AR1/C5AR2/C2/CR1/CD55/C4BPB	10
GO:0002576	GO:0002576	platelet degranulation	11/461	128/17653	0.000535452385741589	0.00403127945587058	0.00290331714470895	STXBP2/FERMT3/CFD/CTSW/FCER1G/PLEK/SRGN/IGF1/SERPINA1/SYK/TGFB1	11
GO:1905517	GO:1905517	macrophage migration	6/461	40/17653	0.000554728390550013	0.0041695568371669	0.00300290416075132	CCL5/C3AR1/CMKLR1/C5AR1/TRPV4/CCL3	6
GO:1904950	GO:1904950	negative regulation of establishment of protein localization	13/461	171/17653	0.000566765966775016	0.00420089199663909	0.00302547166239036	TLR8/PTPN22/FOXP3/KCNE1/IL10/PTGER4/SRGN/RHBDF2/C5AR2/LILRB1/UCP2/NLRP3/PIM3	13
GO:0002666	GO:0002666	positive regulation of T cell tolerance induction	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	CD3E/LILRB2/FOXP3	3
GO:0002866	GO:0002866	positive regulation of acute inflammatory response to antigenic stimulus	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	CCR7/FCER1G/BTK	3
GO:0002883	GO:0002883	regulation of hypersensitivity	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	CCR7/FCER1G/BTK	3
GO:0032661	GO:0032661	regulation of interleukin-18 production	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	IL10/CD84/TLR2	3
GO:0033007	GO:0033007	negative regulation of mast cell activation involved in immune response	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	LGALS9/CD84/CD300A	3
GO:0034154	GO:0034154	toll-like receptor 7 signaling pathway	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	HAVCR2/PIK3AP1/TLR7	3
GO:0035771	GO:0035771	interleukin-4-mediated signaling pathway	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	IL2RG/CD300LF/IL4R	3
GO:0042492	GO:0042492	gamma-delta T cell differentiation	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	NCKAP1L/GPR18/SYK	3
GO:0043307	GO:0043307	eosinophil activation	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	CCR2/CCL3/CD300A	3
GO:0045916	GO:0045916	negative regulation of complement activation	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	CR1/CD55/C4BPB	3
GO:1902715	GO:1902715	positive regulation of interferon-gamma secretion	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	CD2/PTPN22/LGALS9	3
GO:2000258	GO:2000258	negative regulation of protein activation cascade	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	CR1/CD55/C4BPB	3
GO:2001179	GO:2001179	regulation of interleukin-10 secretion	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	LGALS9/LILRB1/PYCARD	3
GO:2001182	GO:2001182	regulation of interleukin-12 secretion	3/461	7/17653	0.000572640675659636	0.00420089199663909	0.00302547166239036	TLR8/LGALS9/LILRB1	3
GO:0043281	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	15/461	216/17653	0.000574392414186813	0.00420701153202322	0.00302987893610902	LCK/CD27/FASLG/ARRB2/LGALS9/TNFRSF1B/PPARG/PYCARD/TNFAIP8/NLRC4/NLRP3/CASP10/TNFRSF10A/RPS6KA1/PLAUR	15
GO:0032607	GO:0032607	interferon-alpha production	5/461	27/17653	0.000596472266500087	0.00435481742341226	0.00313632836072875	TLR8/IL10/HAVCR2/TLR7/IRF5	5
GO:0071402	GO:0071402	cellular response to lipoprotein particle stimulus	5/461	27/17653	0.000596472266500087	0.00435481742341226	0.00313632836072875	FCER1G/ITGB2/PPARG/SYK/ABCG1	5
GO:0010959	GO:0010959	regulation of metal ion transport	21/461	363/17653	0.00060166420916964	0.00438573990308871	0.00315859865143529	CCL5/LILRB2/PTPN6/ARRB2/CD4/KCNE1/CCL4/FXYD5/CD84/IL16/LILRB1/CORO1A/TRPV2/CXCL9/CYBA/TGFB1/P2RX4/STAC3/FCRL3/CCL3/PLCG2	21
GO:0051495	GO:0051495	positive regulation of cytoskeleton organization	15/461	217/17653	0.000602640522439738	0.00438588380220032	0.00315870228720712	CCR7/HCLS1/WAS/RHOH/RAC2/PLEK/ARPC1B/HCK/NCKAP1L/PYCARD/CORO1A/GPR65/TRPV4/RHOG/ABI2	15
GO:0051057	GO:0051057	positive regulation of small GTPase mediated signal transduction	7/461	56/17653	0.000607591795299883	0.00441491027171151	0.00317960707624611	P2RY10/P2RY8/RASGRP4/GPR18/IGF1/GPR65/GPR55	7
GO:0032273	GO:0032273	positive regulation of protein polymerization	11/461	130/17653	0.000610450271724958	0.00442166587023528	0.00318447244100972	CCR7/WAS/RHOH/RAC2/ARPC1B/HCK/NCKAP1L/PYCARD/CORO1A/RHOG/ABI2	11
GO:0050728	GO:0050728	negative regulation of inflammatory response	11/461	130/17653	0.000610450271724958	0.00442166587023528	0.00318447244100972	FOXP3/SIGLEC10/IL10/PTGER4/TNFRSF1B/ACP5/PPARG/NOD2/IL2RA/NLRP3/PRKCD	11
GO:1902905	GO:1902905	positive regulation of supramolecular fiber organization	14/461	195/17653	0.000625527953392373	0.0045237313348644	0.00325797972736489	CCR7/WAS/RHOH/RAC2/PLEK/ARPC1B/HCK/NCKAP1L/PYCARD/CORO1A/GPR65/TRPV4/RHOG/ABI2	14
GO:0032604	GO:0032604	granulocyte macrophage colony-stimulating factor production	4/461	16/17653	0.000650886350029379	0.00465704950318823	0.00335399513091924	CD80/CD84/SYK/IL18	4
GO:0033033	GO:0033033	negative regulation of myeloid cell apoptotic process	4/461	16/17653	0.000650886350029379	0.00465704950318823	0.00335399513091924	CCL5/CCR5/FCER1G/NOD2	4
GO:0090195	GO:0090195	chemokine secretion	4/461	16/17653	0.000650886350029379	0.00465704950318823	0.00335399513091924	ALOX15B/CSF1R/PYCARD/IL4R	4
GO:0140131	GO:0140131	positive regulation of lymphocyte chemotaxis	4/461	16/17653	0.000650886350029379	0.00465704950318823	0.00335399513091924	CCL5/CCR2/CCL4/CCL3	4
GO:1900017	GO:1900017	positive regulation of cytokine production involved in inflammatory response	4/461	16/17653	0.000650886350029379	0.00465704950318823	0.00335399513091924	CD6/GPSM3/NOD2/GBP5	4
GO:0050830	GO:0050830	defense response to Gram-positive bacterium	9/461	92/17653	0.000667147666269237	0.00465704950318823	0.00335399513091924	RNASE6/FGR/LYZ/TNFSF8/C5AR1/TLR2/ACP5/HAVCR2/NLRP3	9
GO:1903725	GO:1903725	regulation of phospholipid metabolic process	8/461	74/17653	0.000678437159373886	0.00465704950318823	0.00335399513091924	CCR7/PIK3R5/FGR/NOD2/FLT3/APOC1/TGFB1/PRKCD	8
GO:0001802	GO:0001802	type III hypersensitivity	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	FCER1G/BTK	2
GO:0001803	GO:0001803	regulation of type III hypersensitivity	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	FCER1G/BTK	2
GO:0001805	GO:0001805	positive regulation of type III hypersensitivity	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	FCER1G/BTK	2
GO:0001812	GO:0001812	positive regulation of type I hypersensitivity	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	FCER1G/BTK	2
GO:0002238	GO:0002238	response to molecule of fungal origin	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	BTK/SYK	2
GO:0002505	GO:0002505	antigen processing and presentation of polysaccharide antigen via MHC class II	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	HLA-DRA/HLA-DRB1	2
GO:0002506	GO:0002506	polysaccharide assembly with MHC class II protein complex	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	HLA-DRA/HLA-DRB1	2
GO:0002519	GO:0002519	natural killer cell tolerance induction	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	LGALS9/HAVCR2	2
GO:0002652	GO:0002652	regulation of tolerance induction dependent upon immune response	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	FOXP3/HAVCR2	2
GO:0032672	GO:0032672	regulation of interleukin-3 production	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	HAVCR2/SYK	2
GO:0032701	GO:0032701	negative regulation of interleukin-18 production	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	IL10/CD84	2
GO:0034125	GO:0034125	negative regulation of MyD88-dependent toll-like receptor signaling pathway	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	CD300LF/CD300A	2
GO:0035700	GO:0035700	astrocyte chemotaxis	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	CCR2/GPR183	2
GO:0038178	GO:0038178	complement component C5a signaling pathway	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	C5AR1/C5AR2	2
GO:0042231	GO:0042231	interleukin-13 biosynthetic process	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	IRF4/IL18	2
GO:0042495	GO:0042495	detection of triacyl bacterial lipopeptide	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	TLR2/TLR1	2
GO:0045404	GO:0045404	positive regulation of interleukin-4 biosynthetic process	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	CD86/IRF4	2
GO:0045425	GO:0045425	positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	CD80/SYK	2
GO:0065006	GO:0065006	protein-carbohydrate complex assembly	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	HLA-DRA/HLA-DRB1	2
GO:0071226	GO:0071226	cellular response to molecule of fungal origin	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	BTK/SYK	2
GO:0071823	GO:0071823	protein-carbohydrate complex subunit organization	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	HLA-DRA/HLA-DRB1	2
GO:1902567	GO:1902567	negative regulation of eosinophil activation	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	CCR2/CD300A	2
GO:2000361	GO:2000361	regulation of prostaglandin-E synthase activity	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	NOD2/ITGAM	2
GO:2000363	GO:2000363	positive regulation of prostaglandin-E synthase activity	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	NOD2/ITGAM	2
GO:2000417	GO:2000417	negative regulation of eosinophil migration	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	PTGER4/CD300A	2
GO:2000458	GO:2000458	regulation of astrocyte chemotaxis	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	CCR2/GPR183	2
GO:2000471	GO:2000471	regulation of hematopoietic stem cell migration	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	CCR2/PTPRC	2
GO:2000473	GO:2000473	positive regulation of hematopoietic stem cell migration	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	CCR2/PTPRC	2
GO:2001190	GO:2001190	positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	2/461	2/17653	0.000680528498830124	0.00465704950318823	0.00335399513091924	LGALS9/HLA-DMB	2
GO:0019058	GO:0019058	viral life cycle	19/461	316/17653	0.000682419158982765	0.00466302808336211	0.00335830088905629	CXCR6/SLAMF1/CCL5/APOBEC3H/CD74/CD80/CCR5/CD4/LGALS9/CD28/CD86/IFITM2/VAMP8/ISG20/CR1/CD55/IFITM1/APOBEC3D/SELPLG	19
GO:0046636	GO:0046636	negative regulation of alpha-beta T cell activation	5/461	28/17653	0.000710715178089433	0.00484915043383936	0.00349234572942755	FOXP3/LGALS9/LILRB1/IL4R/CD300A	5
GO:0046578	GO:0046578	regulation of Ras protein signal transduction	16/461	244/17653	0.000711945091099696	0.00485032428334637	0.00349319113283764	P2RY10/P2RY8/FGD2/RASGRP4/VAV1/RASAL3/FGD3/FBP1/GPR18/CYTH4/IGF1/ADAP2/GPR65/ARHGDIB/GPR55/SMAP2	16
GO:0051091	GO:0051091	positive regulation of DNA binding transcription factor activity	16/461	245/17653	0.000743866154614932	0.00506027643755113	0.0036443981368531	RIPK3/ITGB2/LGALS9/IL10/CD40LG/TLR2/BTK/NFAM1/PPARG/PYCARD/NOD2/NLRC4/CD40/CARD11/TGFB1/NLRP3	16
GO:0007200	GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	10/461	113/17653	0.000754820152882969	0.00512718577921247	0.00369258607344074	P2RY10/FPR3/C3AR1/P2RY8/C5AR1/GPR18/C5AR2/GPR65/FPR1/GPR55	10
GO:0043405	GO:0043405	regulation of MAP kinase activity	20/461	344/17653	0.000757680205069367	0.00513899961574415	0.00370109436826939	CD74/PIK3R5/PTPN6/PTPN22/FGD2/MAP4K1/CD40LG/C5AR1/MAP3K8/IGF1/NOD2/SYK/FLT3/LAX1/FPR1/CD40/TGFB1/MAP4K3/PRKCD/CD300A	20
GO:0007254	GO:0007254	JNK cascade	14/461	200/17653	0.000802402683864319	0.00543429291804712	0.00391376384868595	CCR7/SLAMF1/CD27/PTPN22/FGD2/MAP4K1/CD40LG/PTGER4/PYCARD/NOD2/SYK/NCF1/TRPV4/MAP4K3	14
GO:1903727	GO:1903727	positive regulation of phospholipid metabolic process	6/461	43/17653	0.000824831814924521	0.00557795556257954	0.00401722931752558	CCR7/FGR/NOD2/FLT3/TGFB1/PRKCD	6
GO:0002710	GO:0002710	negative regulation of T cell mediated immunity	4/461	17/17653	0.000833708717880672	0.00561314900364593	0.0040425755436922	IL7R/FOXP3/PTPRC/LILRB1	4
GO:0033630	GO:0033630	positive regulation of cell adhesion mediated by integrin	4/461	17/17653	0.000833708717880672	0.00561314900364593	0.0040425755436922	CCL5/PTPN6/NCKAP1L/SYK	4
GO:0072643	GO:0072643	interferon-gamma secretion	4/461	17/17653	0.000833708717880672	0.00561314900364593	0.0040425755436922	CD2/PTPN22/LGALS9/LILRB1	4
GO:0010743	GO:0010743	regulation of macrophage derived foam cell differentiation	5/461	29/17653	0.000840550221527185	0.00564263948126229	0.00406381451018075	MSR1/ALOX15B/PPARG/IL18/ABCG1	5
GO:0032728	GO:0032728	positive regulation of interferon-beta production	5/461	29/17653	0.000840550221527185	0.00564263948126229	0.00406381451018075	TLR8/TLR2/TLR7/IRF5/RNF135	5
GO:2000116	GO:2000116	regulation of cysteine-type endopeptidase activity	16/461	249/17653	0.0008840492784694	0.00590643017717966	0.00425379589411986	CST7/LCK/CD27/FASLG/ARRB2/LGALS9/TNFRSF1B/PPARG/PYCARD/TNFAIP8/NLRC4/NLRP3/CASP10/TNFRSF10A/RPS6KA1/PLAUR	16
GO:0007266	GO:0007266	Rho protein signal transduction	14/461	202/17653	0.000884118513372244	0.00590643017717966	0.00425379589411986	P2RY10/WAS/P2RY8/FGD2/RHOH/RAC2/VAV1/FGD3/ARHGAP4/GPR18/GPR65/RHOG/ARHGDIB/GPR55	14
GO:0031100	GO:0031100	animal organ regeneration	8/461	77/17653	0.00088499837114993	0.00590643017717966	0.00425379589411986	LCP1/IL10/C5AR1/PPARG/UCP2/FLT3/CEBPB/TGFB1	8
GO:0042509	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	8/461	77/17653	0.00088499837114993	0.00590643017717966	0.00425379589411986	CCL5/HCLS1/IL15/CSF1R/IGF1/FLT3/IL18/CD40	8
GO:0002524	GO:0002524	hypersensitivity	3/461	8/17653	0.000898485547160479	0.00594452558979913	0.00428123211277045	CCR7/FCER1G/BTK	3
GO:0032493	GO:0032493	response to bacterial lipoprotein	3/461	8/17653	0.000898485547160479	0.00594452558979913	0.00428123211277045	TLR2/TLR1/CD14	3
GO:0032817	GO:0032817	regulation of natural killer cell proliferation	3/461	8/17653	0.000898485547160479	0.00594452558979913	0.00428123211277045	PTPN22/IL15/IL18	3
GO:0043615	GO:0043615	astrocyte cell migration	3/461	8/17653	0.000898485547160479	0.00594452558979913	0.00428123211277045	CCR2/GPR183/CCL3	3
GO:0051133	GO:0051133	regulation of NK T cell activation	3/461	8/17653	0.000898485547160479	0.00594452558979913	0.00428123211277045	RASAL3/IL18/CD300A	3
GO:0072608	GO:0072608	interleukin-10 secretion	3/461	8/17653	0.000898485547160479	0.00594452558979913	0.00428123211277045	LGALS9/LILRB1/PYCARD	3
GO:0042590	GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	8/461	78/17653	0.000964078587507828	0.00636930882380892	0.00458715991052944	IFI30/FCER1G/NCF4/NCF2/NCF1/CYBB/CYBA/VAMP8	8
GO:0032970	GO:0032970	regulation of actin filament-based process	21/461	377/17653	0.000974605949490778	0.00642959464520175	0.00463057760477482	CCR7/HCLS1/WAS/RHOH/RAC2/TRPM2/PLEK/PTGER4/ARPC1B/HCK/NCKAP1L/CSF1R/PYCARD/CORO1A/GPR65/CAPG/RHOG/TGFB1/ARHGDIB/ABI2/PRKCD	21
GO:0030851	GO:0030851	granulocyte differentiation	5/461	30/17653	0.000987262052544985	0.00648509528784922	0.00467054902553705	C1QC/HCLS1/SPI1/EVI2B/CEBPE	5
GO:0043552	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	5/461	30/17653	0.000987262052544985	0.00648509528784922	0.00467054902553705	CCR7/FGR/NOD2/FLT3/TGFB1	5
GO:0046596	GO:0046596	regulation of viral entry into host cell	5/461	30/17653	0.000987262052544985	0.00648509528784922	0.00467054902553705	CD74/CD4/LGALS9/IFITM2/IFITM1	5
GO:0072376	GO:0072376	protein activation cascade	13/461	182/17653	0.00101388685983402	0.00665045958846777	0.00478964397153726	C1QB/C1QC/C1QA/C3AR1/CFD/IGLL5/C5AR1/VSIG4/C5AR2/C2/CR1/CD55/C4BPB	13
GO:0031670	GO:0031670	cellular response to nutrient	7/461	61/17653	0.00102211704541563	0.00669486664747235	0.00482162582175763	IL15/PPARG/FOLR2/CYBB/CYBA/VDR/P2RX4	7
GO:0035743	GO:0035743	CD4-positive, alpha-beta T cell cytokine production	4/461	18/17653	0.00104995467896026	0.00683812812930796	0.00492480237424992	IL18/CD55/NLRP3/IL18RAP	4
GO:0043011	GO:0043011	myeloid dendritic cell differentiation	4/461	18/17653	0.00104995467896026	0.00683812812930796	0.00492480237424992	SPI1/IRF4/BATF/TGFB1	4
GO:0050860	GO:0050860	negative regulation of T cell receptor signaling pathway	4/461	18/17653	0.00104995467896026	0.00683812812930796	0.00492480237424992	UBASH3A/PTPN6/PTPN22/LILRB4	4
GO:0070230	GO:0070230	positive regulation of lymphocyte apoptotic process	4/461	18/17653	0.00104995467896026	0.00683812812930796	0.00492480237424992	PDCD1/CCL5/LGALS9/IL10	4
GO:0043551	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	6/461	45/17653	0.00105465584388095	0.0068590028995662	0.00493983633035394	CCR7/PIK3R5/FGR/NOD2/FLT3/TGFB1	6
